Metabolite_name	RefMet_name	CRA002	CRA004	CRA008	CRA009	CRA010	CRA013	CRA014	CRA019	CRA022	CRA023	CRA026	CRA027	CRA033	CRA036	CRA001	CRA003	CRA005	CRA006	CRA007	CRA011	CRA012	CRA015	CRA016	CRA017	CRA018	CRA020	CRA021	CRA024	CRA025	CRA028	CRA029	CRA030	CRA031	CRA032	CRA034	CRA035	CRA037	CRC001	CRC003	CRC004	CRC005	CRC007	CRC008	CRC011	CRC012	CRC014	CRC015	CRC019	CRC023	CRC025	CRC026	CRC027	CRC031	CRC002	CRC006	CRC009	CRC010	CRC013	CRC016	CRC017	CRC018	CRC020	CRC021	CRC022	CRC024	CRC028	CRC029	CRC030	CRC032	CRC033	CRC034	CRC035	HC001	HC002	HC003	HC004	HC006	HC009	HC012	HC015	HC016	HC017	HC018	HC019	HC020	HC021	HC024	HC025	HC026	HC027	HC005	HC007	HC008	HC010	HC011	HC013	HC014	HC022	HC023	HC028	HC029	HC030
PI(18:1_18:1)	PI 18:1/18:1	47786	67196	65889	124640	116040	25583	95123	33615	84317	103760	94662	52573	82882	72983	135140	28899	40769	97237	80866	42062	44235	117810	101580	139030	91333	67681	44646	91525	101770	127160	112410	93159	62117	103650	55444	88250	85911	150920	70917	83894	129690	90782	92387	80638	78982	110280	95378	122140	498500	92009	86091	81429	77832	78504	57141	89673	94296	100350	70946	91441	83865	158700	84073	91172	151390	46167	81577	29244	105440	77429	88927	33298	94061	110290	116540	98066	76761	96393	117410	186740	282560	171330	54292	54251	159680	79793	84797	96239	153430	116270	84441	130440	118960	115560	130090	143850	89365	100080	81424	106370	85065	92309
PI(18:1_22:3)	PI 18:1_22:3	7911.1000	24114	30221	23054	15365	3841.5000	16604	5316.4000	11982	10983	12107	6232	11473	9165.4000	15821	9829.7000	13626	16545	14352	17449	966.1500	5216.6000	27300	20528	17199	9679.7000	11416	17961	16073	12080	23938	22045	18072	10060	3864.8000	11414	9920.3000	8736.8000	15173	20984	10937	25630	14197	25131	23436	26105	18450	11963	6804.4000	17565	67937	16998	6982	15602	18008	19029	8436.8000	18632	19567	7962.5000	23388	20249	10462	16744	21330	6165.3000	23153	12757	21351	11019	15648	13979	11839	4513.9000	12681	8615	25618	8936.5000	29948	19738	13145	18037	13244	17881	29968	24730	12435	8695.4000	11114	21475	3794.6000	4788.6000	10401	18405	2899.7000	24227	6194.8000	31600	12375	3265.9000	12963	22122
PI(18:2_16:0)	PI 16:0_18:2	2484.2000	30438	4468.5000	3403.8000	10481	3490.2000	10418	2470.8000	13888	4450.5000	2427.8000	15867	45330	15390	5012.3000	5568.6000	439.7300	9351.6000	507630	497.3400	13157	22659	15065	30368	1494	8598.8000	3503	15369	35730	33292	74965	6903.3000	6973	72086	13338	7890.5000	19721	749740	8548.7000	1944.8000	55682	16293	12293	2001.5000	3975.3000	22511	1482.3000	28462	3590400	3997.3000	2919	15487	25597	28876	485.8500	10876	4904.2000	15129	485.8500	10461	22965	10014	70778	58037	49199	7869.3000	2514.2000	2022.2000	13936	86598	9624	6463.8000	20066	24780	15213	42616	11661	22922	34418	291540	582550	39242	15152	8971.7000	186310	12285	9685.3000	53022	27381	52654	23413	398510	35936	196470	41942	22347	141700	6327.6000	58957	9880.9000	3229.6000	15135
Pimelic acid	Pimelic acid	103250	119190	194450	164090	29350	859140	240440	5920.2000	10874	47368	2965.1000	347050	79057	49352	265670	74856	55629	55734	35473	21462	78697	116620	21907	7928.6000	2506.3000	21199	172560	28147	15417	47933	48601	256690	13724	72614	306440	28653	57900	4974.3000	102330	85696	253910	75983	36155	67759	34670	100690	75037	184570	720030	47315	155440	58084	363330	162690	27419	31125	31719	23990	16897	341980	76574	72633	206430	1189700	90262	117610	32060	158260	41606	65560	62850	174220	219930	464230	60355	2517900	94382	92764	284480	49940	182260	133540	128650	64404	531000	26712	22847	2373200	30807	28022	260950	137400	133380	195180	534980	152850	445600	22762	181700	181090	71133	117820
Pinolenic acid	Pinolenic acid	240740	512220	1859400	1851100	88210	331160	239180	44648	30210	881800	252030	1063200	50191	302460	3401300	201000	48420	9	207870	44183	147210	985190	4597.4000	18151	52125	238650	352650	37039	83120	83338	171830	162420	535260	1075800	105060	1189500	477130	1956900	110040	337080	370230	375900	400660	83662	300970	672750	479590	496140	490770	573390	1053400	700250	323140	211060	48407	570000	102280	67772	283610	1041300	888200	671170	186450	497570	99402	61805	25164	295950	4313.1000	1146200	14175	840820	263770	188800	1544100	247820	879740	509710	659380	321920	283220	571890	1023900	680550	95438	116750	242810	258970	87199	494230	231130	127790	453280	497140	239300	776730	860700	416120	217190	656930	89306	162140
Piperic acid		1277900	1479800	1524400	1673800	901820	1707700	1567300	1995000	2365300	1707200	2238300	1620900	1985700	2220600	1306600	1378700	1377300	1958300	1703400	1587400	1411400	2072200	1167100	1779200	1811000	1945100	1641800	2231200	2704600	1704800	1953800	1762700	2314900	2145100	1585600	1353800	2242100	1897500	1892300	1469500	1270400	1584700	1794900	1960700	1739700	1561200	1816200	1382700	1365200	1766300	1563200	1697300	1645500	1626000	561610	1988900	1746500	1680400	1929000	1321800	750170	1680300	1484500	1694700	708080	979980	1873000	1292300	1555500	1724200	1783700	1777600	1295300	1192500	1662000	1253000	1470000	1544600	1456600	1614400	1560300	1552700	1635800	1923100	1483800	1470800	1956800	1565600	1904600	1881400	1134300	1305700	1352000	1391300	1532000	1366900	1315300	1457200	1398000	1645200	1839600	1645300
PMeOH(20:2_20:5)		483.6800	2028.2000	486.8500	497.5000	9	484.5100	6346.8000	539.7900	1459	29683	1360.5000	59839	1489.5000	13743	6855.3000	485.8500	483.6800	452.8800	498.5000	1361.5000	1505	16272	3243.8000	511.9900	448.8800	496.1700	496.1700	1469.2000	1014.5000	449.0500	969.3600	3400.6000	7485.5000	485.8500	500.1700	998.5000	27602	30874	13942	485.8500	3451.7000	2495.5000	1502	9	1490	60320	484.5100	996.8300	1458.2000	1109.2000	7775.7000	997.6700	8882.8000	485.8500	969.5300	973.1500	485.8500	993.5000	3489	5924.1000	2176.2000	7896	36623	15296	9	1448.5000	472.3600	983.5200	9	23110	998.5000	8358.8000	12281	4849.7000	4450.7000	4898.7000	1950.5000	4874.2000	47809	36623	17281	7340.5000	10240	1988	15082	2427.2000	10286	14513	1963.4000	57914	1453.2000	2479.5000	5193.7000	3043	2416.9000	2509.3000	2451	178920	8870.8000	70522	24100	29069
Propylparaben	Propylparaben	1774.9000	22215	118670	3539.5000	1102.4000	3057.9000	20268	6621.8000	14492	15776	22383	12263	67507	54535	17098	10148	7503.8000	156710	7058.9000	6581.5000	105610	8802.4000	1774	6630.2000	8341.1000	4397.9000	2196.3000	32307	16608	7513.9000	7484.3000	7030.6000	12988	154800	15742	8856.1000	12161	30346	54997	7651.5000	11943	10969	23263	12813	26409	85904	22023	7691.7000	20216	20025	38773	13210	20388	7494.3000	12307	17628	13193	34664	28225	4409.2000	14810	16653	14511	4394.7000	11448	17248	5727.1000	57559	138570	24441	13201	13681	11957	9243.7000	3065.2000	8323	12684	44644	14174	62520	304630	12729	32282	16778	27776	3959700	21084	44864	79102	367520	3982.3000	7096.1000	17153	8357.9000	68922	8574.1000	18451	14019	56304	333380	130430	111050
Protoporphyrin IX	Protoporphyrin	9	9	5875.4000	843.1800	29675	9	9	9	9	1252.8000	9	9	9	9	9	1523.2000	1150.8000	7075.1000	1878.9000	9	9	974.8100	66067	9	12774	8374.3000	9	9	9	87451	9	9	9	3887.8000	9	2327.4000	9	60979	12620	10917	41952	35465	107120	9	37034	1208.6000	4587.9000	36496	41928	9	9	9	4018.6000	9	53504	9055.2000	79107	1280.3000	4703.6000	9	28246	21672	9	7639.1000	22944	44541	3344.9000	9	21232	16969	10832	9	9	9	5367.9000	9	9	9	2683.4000	66694	7242.2000	18844	3318	9	1237.1000	9	9	1822.6000	5699.4000	1524	4022.3000	9	9	9	9	11380	1123.4000	9472.2000	9	9	1622.1000	9
PS(16:0_18:1)	PS 16:0_18:1	2393.1000	14079	43643	20685	83961	6210.4000	74072	37607	116330	61559	5785.3000	50125	17578	18738	5307.8000	29242	81889	60134	16342	93862	2577.5000	36185	48226	71478	26511	32448	82677	11735	50241	47455	182350	4353	29669	1292.7000	4106	38661	31861	24137	31999	1081.9000	16527	1539	2631	2695.2000	46620	4009.8000	6500.3000	10234	8435.9000	1629	6444.8000	11246	33140	1620.5000	1086.9000	2915	27733	16173	1548	2836.3000	4729	10237	115570	2325	17392	2726.6000	23455	2059	48497	7055.6000	39240	3742.1000	6879.1000	16513	5251.6000	14417	7647.9000	22845	76882	16564	10751	4328.7000	2130.8000	66504	19711	20594	9632.6000	5970.9000	17918	5961	83650	8976.1000	19670	16504	13930	13180	16896	16937	3252	49596	9115.5000	19080
PS(18:1_20:0)	PS 18:1_20:0	1070.5000	1235.7000	10987	8039.3000	470.6400	361860	74854	838.2700	1889.6000	376050	488.0400	173610	897.4900	105860	1247	20210	667.1900	467.9800	488.8700	293.2700	10969	189110	3315.5000	3037.9000	234.7100	364.2500	11282	18580	1836.3000	9684.4000	854.5600	204850	215640	3488.3000	2126.7000	73903	279960	26471	121790	42681	294730	56343	65672	1987.6000	3809.7000	132280	131550	91581	102100	3285.1000	51215	695.7400	15671	73759	3141.4000	33912	2242.9000	1479	40578	148960	130470	17556	690400	323800	62329	173570	235.2000	21067	2228.7000	154760	9553.2000	31777	138570	137560	20165	77552	17684	43322	61688	1954.9000	45289	65497	11202	12868	1411.9000	202290	2315.7000	242250	1176	132530	4819.7000	94321	37665	100050	120190	5768.3000	65182	86584	38923	101910	1159.6000	73370
P-sulfanilic acid	Sulfanilic acid	947360	12688000	517240	153550000	23302	79416	132860	62314	35471	28029	1324.8000	893810	1734400	22592	441880	326300	88276	226510	598580	27978	68190	151340	65604	28794	120250	1285600	46496	243560	58097	21408	4593.6000	641470	90827	414560	232560	6593200	54704	19294	2823400	46238	2510900	2944000	5051.6000	1885800	2892.2000	11168000	53555	16387000	1494900	120860	142850	28959000	4134500	19716000	417420	6542600	7865.2000	960810	42388	166590	7521700	1585000	35603000	598880	14089	20926000	5080.6000	9195400	219240	33414000	155780	6860400	38833000	2483300	28166000	614870	3983800	885380	35999000	1978600	487510	12964000	381430	369290	831780	15056	69536	1986500	373940	168560000	3000500	6331500	8990900	98347000	3937400	2194100	14913000	247550	45436000	734160	14576	70801
Purine	Purine	1201700	4259900	9058900	3525800	797140	65328	12257000	179590	516370	608050	143770	10449000	137530	10203000	17578000	138480	182440	266650	1177100	145390	315750	5650700	328580	210660	1779	234350	2397300	550830	73743	46306	528640	7573000	326260	582570	1155300	721390	168390	746300	2850500	2461900	1171900	1888300	275270	358110	753590	5344900	1568000	102520	292290	149390	11451000	12655000	14674000	469920	1646300	531920	4185900	636500	890840	330610	1632100	1290900	500270	262950	506300	38463	710410	996180	238220	576260	77797	588300	6539300	6525900	1629900	302380	3796900	22558000	6001500	4341000	8511100	11090000	2862400	2575500	1664800	378660	1492400	2413100	1893400	4142000	3600100	947580	14558000	8074800	1763700	1446300	2327700	1065700	24073	8050100	2141900	22628000
Pyridoxal 5^-Phosphate	Pyridoxal 5'-phosphate	91488	39267	14903	59371	16742	24809	48739	6286.8000	10782	84341	41526	8745.4000	44567	15874	33709	878680	103340	3006.1000	19640	38842	12509	51045	13787	871.1000	16044	18553	40901	38972	1678.2000	1500.3000	20082	62959	114750	67487	86100	55634	57154	83380	44913	488350	86191	13473	21013	56720	41654	99357	79127	21489	3803.4000	35157	24109	79344	95898	28449	40179	16527	169740	12810	182840	140900	246250	19321	22088	24115	163490	91478	59834	122790	19187	41916	27558	22926	21752	18329	19209	118000	62841	38148	38478	15649	40391	34958	32454	9316.8000	12833	19686	20415	42193	15473	29433	26827	70889	47564	28336	45259	34571	16058	6500.7000	36666	27978	2185.4000	98399
Pyrimidine-2-carboxylic acid		79100	533260	1144800	1477800	668800	382920	1175200	381800	667090	118340	158730	802800	766020	1567800	806000	1959600	957290	223710	695590	987500	828600	1256300	765720	699450	311090	745530	1631100	735220	432940	5590.8000	738130	1461400	900960	927190	580700	131450	973570	19108	399660	535080	1101800	858440	452080	35059	263920	518530	211580	1460100	1032100	19024	1499200	699310	1215400	908530	351090	530250	703230	19530	373450	1325600	998360	357320	1206900	1342100	529480	248410	635020	467730	234440	901680	586360	1016500	2207700	643430	537830	977170	1329000	1547600	1687500	348200	1569800	1364600	1591700	1507500	1147400	186900	674640	1830400	444640	340660	1217500	1413600	1372500	2052600	1657600	625860	1454800	677450	1325500	1792000	359670	1360900
Pyrrole-2-Carboxylic Acid	Pyrrole-2-carboxylic acid	213960	102550	41728	43268	13271	11157	29635	32127	7562	303240	237200	28246	148810	300210	116880	41819	352010	36381	108610	95517	34699	44345	117760	2280.7000	77152	16901	263460	9433.2000	7092.2000	28433	100470	68357	515030	29238	172620	232290	48769	121570	83732	241730	21450	88969	23641	69058	164960	132990	77124	67657	25284	111310	32288	179400	107650	127070	266530	59647	52457	6717.6000	76913	146720	30842	2775.1000	133200	66411	158540	51303	140880	205830	20360	259790	41373	226290	51753	79854	20911	23453	133860	134040	5043.5000	195780	48954	65668	125080	6272.8000	53776	107690	74863	17787	105880	33742	55971	94170	116150	34620	26721	179780	55411	31321	111590	97408	2193.2000	75931
Pyrroloquinoline Quinone		2101200	3486000	1114300	1056900	991690	1834200	824510	1089900	2498300	1974000	2807100	2846000	1876600	2842200	2346000	1870700	2028000	1067200	1642900	915820	3684000	1610700	990470	991080	2354500	1855600	1299400	3285600	1044100	1347900	1876100	1697200	3920600	3210700	1244000	1791000	3484500	4875000	3794600	3652400	2892700	3750800	4946400	4962200	4459300	1722400	4146200	3485900	2735300	4944200	3439800	2057900	2883400	4040500	2767500	4253900	4605700	1911400	4223400	2622100	1323900	3617900	2871800	3665300	2936700	2358800	2998700	2360200	901770	2214600	1493400	2457400	2399100	2351900	2522100	2119700	1905800	3767800	2831600	3785600	2658000	3279300	2539500	1162200	1427000	2555800	4238200	2087600	4791600	2896200	1729600	2425500	2768000	3011000	2827000	1814200	2673300	1609600	3336400	2738300	3569100	3031800
Pyruvic Acid	Pyruvic acid	22971000	7997900	8556300	34380000	3873600	17952000	15847000	3774200	6534000	8755000	2022200	6218100	8865900	7760000	8046500	16569000	7160100	8588500	9381200	2434500	16164000	11529000	3741600	2137800	1122100	5630100	5917300	13287000	2707100	3422600	10656000	14550000	2525100	9529000	21980000	13506000	9089600	2330700	9530900	10445000	38690000	14988000	13162000	7226300	7671100	11886000	9305800	15437000	14123000	7024300	14667000	19043000	12884000	21533000	13793000	3403500	7320200	9110400	17601000	14289000	23551000	1553100	5553800	12932000	6221000	8934200	11928000	10047000	8398800	8582600	7051500	14714000	14624000	10381000	18219000	17933000	19261000	9123400	18948000	8638700	17451000	12851000	6134600	10596000	11182000	2543700	3938700	17744000	18998000	27330000	10176000	25995000	19308000	19606000	18594000	23443000	21452000	13541000	15924000	9020900	36965000	33913000
Quinoline-4-carboxylic acid	4-Quinolinecarboxylic acid	988830	11864000	434450	124600000	33864	126580	142810	40785	30329	3247.4000	12054	1099200	1693500	25831	402400	234480	82044	241760	590530	44400	84178	179260	79131	14569	4561	1220800	67376	258930	67696	24215	12120	685740	83998	470190	229920	6928400	48036	5709	2751500	46069	2498900	2898500	2556.1000	1673600	12071	10601000	87357	13445000	1441200	178750	166790	23644000	3100400	16163000	446210	6092200	11486	1091300	52435	153280	6778200	1578900	30572000	536850	8880.8000	21188000	702.7000	8425700	217750	29933000	158540	7120000	33810000	2029100	28756000	402350	3546400	464420	35182000	1699200	494060	11635000	391770	298870	749310	18229	61184	2197600	319480	140990000	2943500	6270900	9154600	104030000	3475700	2208200	12915000	246960	37812000	834230	16418	94057
(R)-2-Hydroxy-3-phenylpropionic acid	L-3-Phenyllactic acid	67473000	1743800	738500	4908400	3603200	534930	316840	5443400	5404400	15740000	2018100	394770	38150000	357540	105100	281450	2045500	5323600	15393000	2252900	1900800	4815100	18564000	450080	3020000	3909100	407450	12783000	241590	6158300	3150600	39409000	1490600	472060	595810	9255600	171660	2342200	1072300	2296500	923490	1324500	337650	4240700	14327000	2231200	272080	6377000	33700000	3555900	2725400	2186900	731640	1190800	570650	856060	4731500	27172000	793130	7637200	5755500	23820000	4042100	1674500	2140000	3670300	10929000	127080	4714900	2503300	1048600	1846800	548820	2694500	1575300	1324700	832480	308060	840650	1360400	1273800	1687900	416570	8300800	1181400	3274500	5175100	4329400	1013600	3208500	1471500	1668500	1061800	1265300	4320300	2672800	2484700	22442000	2138000	4124200	2064300	913080
(R)-3-Hydroxybutanoic acid	3R-Hydroxybutyric acid	133000	106700	204580	523630	118800	79447	5602800	42419	57796	134030	62526	137320	33283	52622	298790	26799	39033	59345	376270	19653	131230	35692	93141	30209	531950	31565	19015	369030	5508.8000	15765	403770	151140	476570	136790	130450	274450	185390	512090	45266	70331	109430	57446	85784	273790	136210	240760	21686	122090	103360	336840	50384	235020	67533	86862	52979	39007	732300	167880	101630	75907	493530	310830	96168	78494	50266	24902	201270	14225	78594	198800	69626	276500	273520	143870	182250	124120	1903300	280980	310060	784500	177820	40802	882730	288360	28073	163080	415920	287560	358830	601810	53990	152100	257570	732210	230830	417600	149700	1843200	103280	28758	1115600	212760
(R)-3-Hydroxymyristic acid	3R-Hydroxymyristic acid	18835000	1870500	534740	650700	267080	421940	2424800	1089900	935430	995780	380190	504360	1202600	444910	346690	676880	1332700	4578000	1747800	1219400	1690800	1438200	2852300	64413	471300	724200	1552500	858350	102240	468490	350770	466820	919260	187570	7274500	418310	187080	212600	700700	328300	669430	978750	1333900	260850	503830	196030	536730	681800	4554500	614360	363820	577970	309410	580880	429590	644280	283640	162350	84561	683330	254970	2279200	2435700	431780	177690	2279900	467590	4079700	4254600	150620	184180	326560	281060	440190	229580	1050200	437120	355790	261070	785300	847400	409960	252970	942720	271250	247900	517210	257990	198530	394740	587730	717750	652640	740030	386780	437460	1145400	561380	879810	1010700	575780	466070
(R)-Equol		9	3028.4000	9	9	9	5609.4000	9	9	9	16796	60850	9	70508	39245	15919	16813	14108	9	9876.3000	9	9	9728.7000	50032	9	9	14810	9	9	9	9	9014.2000	4569	9	9	5113.9000	9	9	4405.4000	44151	9	9	21333	9	9	9	9	1517300	3456.3000	12967000	18520	43354	48027	11856	42936	9	9	9	34274	9	2371500	3398200	14471	9	114260	285540	26771	8028.2000	3820.8000	9	9	9	2739000	101440	6716900	171220	7381.1000	1628000	18319	31695	9	33290	5351.2000	9	24083	3099100	4530.7000	9	924690	1028900	27771000	57718	29373000	12130000	68121	19334	2041500	8153500	9	9	23495	24291	4186.2000
Riboflavin	Riboflavin	3742300	3346500	2681600	5979800	2137800	6140400	3694700	3276200	1841500	4374800	2400200	4140800	4723000	3597000	3806400	6602200	4215900	1015000	4375500	4599100	2295900	5084200	2942300	1224900	1497000	2825000	4774000	2661300	973130	1037900	4678500	7014600	2835700	1926200	9233200	1820500	1081800	461930	3073400	1415400	6912800	5518000	1951600	562330	1591000	1834600	2962800	4909200	5214600	348760	2848300	2387800	2658600	4228300	2743400	2407500	1688400	331360	929820	4763600	2326700	705570	7133900	6978400	1387700	2256800	2204700	5665400	1145000	1299200	686050	3202800	3608300	5203200	1378000	3999600	2178900	2122100	2811000	1006300	2669100	4405200	3673500	2949500	1397300	1933300	1860700	6841100	1590700	2618600	5793400	6158800	4118500	4869000	3796100	2057800	2955500	1351900	3144300	6092200	1139500	5024600
Ritalinic acid	Ritalinic acid	84021	456270	739330	1163500	1429600	1351600	874030	651190	1979200	1478500	455990	37878	841490	925690	97032	334240	285910	120140	1308400	1745600	31600	1422300	7621.8000	493600	61690	734220	1042900	736460	853880	348710	831800	1009800	1411200	564580	643230	1207300	654250	223550	374750	446040	2013100	1569300	953400	170940	432230	334570	831610	669290	1168800	85328	575870	262920	594180	845050	697910	518830	375630	190260	808170	876740	694580	282600	447150	1289900	461420	255310	235250	265080	222010	645630	2405200	740880	1474200	970220	348120	968270	1087300	766500	691600	296780	873150	529340	429110	669570	811700	70098	339680	770300	393850	933850	1364200	1365700	861970	1200700	973710	410220	804920	374770	291560	166190	74439	557270
(R)-(-)-Mandelic acid	Mandelic acid	312500	138510	124660	103790	1070300	423900	302810	11337	358880	199100	1770900	7892000	5014000	1425000	1494300	572540	384800	187910	2080500	391790	227430	164550	152100	39363	459930	1055800	644260	3896100	68832	314520	693350	282020	382070	1320100	345530	164500	13021000	337330	2515700	1224300	109680	197350	92357	357080	519930	101350	150340	359010	436330	221770	1704000	3711400	490270	116810	173960	55930	5470300	233840	161760	248580	1364300	438080	4203800	184600	462750	35112	497660	172170	172740	1837400	205550	484870	1884900	250250	647100	225250	464130	876080	2559200	570860	394040	127140	692200	138030	628230	155690	7684.7000	243970	172880	129640	203820	173960	325880	120960	453870	390090	405020	4395300	236190	11752000	433850	208450
RvE1	Resolvin E1	8112.5000	42874	9353	6251.6000	23405	9583.4000	9826.2000	1986.2000	5235.1000	17637	992.1200	5193.9000	13790	5284.1000	9338.7000	4174.8000	4143	7179.3000	2969.1000	8090.8000	6069.5000	10389	7312	5612	509.2200	16743	3410.2000	7898.9000	2258.8000	5097.1000	1832	14030	14632	12372	8476.9000	23371	23971	1010.8000	7599.2000	11221	12335	11069	6493.2000	5930.2000	6035.4000	24085	5016	36200	13340	1862.5000	20281	8599.7000	14684	10701	12643	22209	6001	11134	6720.5000	16378	16596	7176.3000	26675	9277.7000	2410.5000	9050.2000	1149.2000	7154.7000	3883.3000	13395	9334.9000	29238	34606	26361	107060	30297	21855	29458	17243	20260	27756	20597	35315	2107.4000	21579	7754.7000	6879.7000	21596	4926.2000	17602	10417	33769	23415	38179	17360	7173.2000	27609	20432	24454	18374	8943.7000	26957
(S)-2-Amino-3-(7-chloro-1H-indol-3-yl)propionic acid		2183900	1772400	4208600	5064800	11570000	10161000	3680500	10063000	9467100	4518900	3844800	576870	8925200	4365900	1090600	2288700	1306000	2129600	5780800	6081000	376410	4087600	256530	11052000	5690800	7111500	4130900	5556400	10365000	5474600	5748200	4985900	6989600	5098100	7512900	7833400	5418600	6271800	2535500	2953500	9573700	4990800	7073000	3610400	1976900	1839000	5672300	2576500	4006800	3840400	2137300	1103300	1554000	2973600	5229400	3716100	2593700	3214500	6125200	4566400	2656500	4692300	1654000	4985800	3246400	2802800	2086400	1400900	4258900	8280100	15827000	4239200	5475600	3588100	4948700	4305100	4186800	1504500	2476700	3842100	2088700	2754300	3414100	5779000	4288900	5184900	4498800	3489900	3807200	5483300	4440800	4927000	2290200	3398300	2519300	2706200	2989700	4438200	1549000	1188800	2457300	1981000
(S)-2-Hydroxy-3-phenylpropanoic acid	Phenyllactic acid	66200000	1293300	332010	3516200	3484400	457650	207840	4578500	4220000	13124000	1207500	420000	27109000	9	17261	218260	1417900	9453900	11104000	1968500	2899000	2691000	11616000	433530	2492200	3555000	274560	11343000	219160	5666700	2372500	31857000	1206300	776670	123720	7932500	144070	3763800	858140	1473200	1044600	289930	236720	3815300	12084000	438950	210830	5869500	44925000	2888600	400020	297530	9	1215700	323010	663410	3351000	26772000	245670	6053600	3410600	27362000	4789300	1506700	1662200	2981500	11598000	120320	9304300	1863600	842800	897050	134080	2757500	267240	1209500	142850	134690	160080	1084500	340390	1425200	302900	6291500	365680	2412100	4550400	3258000	400630	2541900	1277500	314450	315120	482200	3605700	713130	1057800	15409000	2024300	4118000	1458800	196950
Salicyluric acid	Salicyluric acid	9	11329	9	9	13727	100790	9	125260	9	80213	12455	9	9	9	3216.6000	9	9	4208.9000	9	9	148690	9	133140	9	55737	145630	9	9	4078.5000	16422	9	9	31543	9	9	254610	9	151620	162580	47681	9	9	9	669960	1701500	129070	10696	9	9	1776400	9	36045	9	9	9	13221	10165	193720	2243.7000	2237.8000	13344	92107	41913	9	133580	9	8997.7000	9	9	65820	9	9	9	9	122070	9	137460	109810	9	693640	461280	9	2003600	9	9	11034	142520	9	554790	132950	9	9	9	9	8151.5000	118970	9	2208200	9	14383	9	12414
Sarcosine	Sarcosine	10990000	8200100	1582700	10213000	8427100	4430400	4930000	6728300	7860300	21328000	5394300	12126000	11341000	6194000	4496000	15045000	20945000	5985800	10395000	13596000	5159600	8119100	3763300	310610	5658000	10759000	11517000	11837000	685310	2119100	13934000	10622000	10831000	2942400	6635400	8493200	6107100	5116400	5685900	5490600	7882200	5582000	1684500	1389300	16198000	6831100	1684400	9148500	12465000	1602300	3485600	7110700	7884600	5557800	2626500	2590700	10714000	7913000	3270200	10233000	12418000	19864000	13777000	7239800	6013400	9756200	4096400	3602000	5760800	2632700	3392400	2446600	2500000	11067000	7335700	10853000	4594100	2333100	3558000	4657700	4141100	7545500	10938000	1821800	1755500	3085600	3256700	5856600	7110800	3173300	5101100	6205800	4329000	4202500	8067400	7721400	3797800	7193700	6070400	7143700	1673700	7117500
SDMA	Symmetric dimethylarginine	87867	64331	44196	22722	25468	5721.3000	25053	11933	32237	54152	17792	60313	48697	96659	155330	9	86439	49115	64019	9	50044	62974	82463	9	23159	40082	129000	55947	9	3540	64512	149630	27819	71593	9	60481	81011	8812.5000	65781	127490	4707.9000	7370.6000	9	68191	47412	62074	15519	84645	7303.2000	98759	146150	46481	59917	49095	4675.2000	13578	39790	13039	17499	5858.5000	65707	40024	131690	3597.4000	31942	9	58271	141830	47585	31634	40844	41334	9	9	36190	7246.4000	47148	91510	83919	35829	23831	76336	189560	9	26251	47664	33901	5222	35182	65030	159230	73881	97954	10907	40056	63170	30612	56735	4248.7000	108340	69084	69220
Sebacate	Sebacic acid	55107	45043	55045	80460	16872	1330400	185500	72918	4371.7000	37363	12072	18576	24844	187090	318410	42232	50158	20482	13119	30353	26497	57262	74023	7542.5000	7302.2000	26091	291640	20351	5937.1000	15481	44999	106810	22800	56215	119510	38597	98248	8160.4000	62733	53848	480240	128590	25940	13956	13391	123640	150200	305540	940330	27940	169720	53382	421580	149290	28444	37306	25100	19304	17892	208380	72639	61624	113960	251480	30453	88787	24659	65071	14475	38185	24029	165430	1057200	271480	89413	474660	63959	53469	209530	65056	209250	163240	25970	42215	174830	10718	30103	657550	20760	37727	131320	418440	210300	411010	308980	103650	476070	34865	334190	99834	89216	66012
Sedoheptulose	Glucoheptulose	329840	1196100	833470	1192400	625790	804030	667020	465190	1162000	1476400	642850	553070	721550	861750	856630	1219300	970160	150490	1592800	1283500	466870	1692900	1014500	532030	118420	551430	931790	859260	305660	325370	1328000	1317700	1712400	582320	894300	387970	944680	151230	1056200	1201800	1767200	2956300	1746900	390760	1824500	335900	1100100	2324600	2512900	162900	1099100	1037500	832260	1447600	864070	1220900	1169300	336910	910790	2300400	1117200	371570	1839600	1664900	1285500	1244100	388360	501330	118760	312410	1783100	1102800	1013100	1919700	376540	1871100	1448900	942160	1409400	457540	1400600	1264600	1041200	526170	701600	83177	613930	1441600	1009500	792690	2099700	3193600	1444100	2297600	2291000	767600	2737100	626830	1949400	572780	392400	508020
Serine alanine	Ser-Ala	609920	151530	79943	393100	50166	91042	212930	79955	23247	738120	111630	117650	446560	103290	146560	1186100	373130	362760	131340	371000	122040	159280	247230	5669	172710	87793	301060	191920	3145.1000	10768	382160	511650	170750	103130	309950	1586400	106570	268640	189930	972230	131210	33364	23313	329940	121680	948680	63373	61411	7833.8000	215180	43341	213500	187370	135090	4705000	32613	192040	360540	307970	313920	7340600	107090	88842	71649	1738600	400710	226180	307720	331740	542380	132100	51415	100590	171640	291570	132510	326440	217040	159300	345300	320310	138760	291810	45051	112540	192720	72999	84078	56652	706790	121040	193630	245420	95427	230740	1238100	72694	160060	201750	164130	149710	843300
