Metabolite_name	RefMet_name	CRA002	CRA004	CRA008	CRA009	CRA010	CRA013	CRA014	CRA019	CRA022	CRA023	CRA026	CRA027	CRA033	CRA036	CRA001	CRA003	CRA005	CRA006	CRA007	CRA011	CRA012	CRA015	CRA016	CRA017	CRA018	CRA020	CRA021	CRA024	CRA025	CRA028	CRA029	CRA030	CRA031	CRA032	CRA034	CRA035	CRA037	CRC001	CRC003	CRC004	CRC005	CRC007	CRC008	CRC011	CRC012	CRC014	CRC015	CRC019	CRC023	CRC025	CRC026	CRC027	CRC031	CRC002	CRC006	CRC009	CRC010	CRC013	CRC016	CRC017	CRC018	CRC020	CRC021	CRC022	CRC024	CRC028	CRC029	CRC030	CRC032	CRC033	CRC034	CRC035	HC001	HC002	HC003	HC004	HC006	HC009	HC012	HC015	HC016	HC017	HC018	HC019	HC020	HC021	HC024	HC025	HC026	HC027	HC005	HC007	HC008	HC010	HC011	HC013	HC014	HC022	HC023	HC028	HC029	HC030
11_12-EET	11,12-EpETrE	33631	3693.9000	1254.8000	8411	20059	47877	18707	89194	169280	29708	32918	665190	6944.5000	16160	16205	34256	26133	1054.8000	63809	15061	16984	14995	625.7500	1123.3000	28383	26884	40586	5871.1000	61859	49695	28583	21593	5474.3000	2724	721.7300	20671	3887.6000	21647	18065	28828	62560	122990	1289.6000	65086	135350	71336	125200	2920.8000	8895.4000	12563	11947	8663.5000	4629.1000	5849.5000	3880	9248.4000	37276	9900.8000	42808	841.7000	24592	11103	1079.2000	44742	26190	18960	11940	11243	1255.5000	4209.4000	1074.4000	3899.2000	10350	1051.6000	30954	3702.6000	957.9000	13745	824.3500	15951	2072.5000	4070.6000	4328.6000	4181.7000	1287.1000	7270.7000	2946.1000	3765.6000	7759.2000	10477	2180.9000	1885.7000	1044.9000	2933	2051.8000	18493	2314.3000	4915.3000	3138.6000	4213.2000	13003	12039
11-HEDE		181930	18550	63754	12192	28541	94271	11144	63557	168610	26840	38985	481180	41765	68498	81808	50529	52277	5311.3000	42780	22043	7512.6000	58971	22189	4449.7000	14230	23539	76640	12317	95288	41719	17575	67789	46060	21409	9323.5000	47628	20607	55534	44420	77382	134220	175690	32636	52037	116920	53089	78247	12762	9239.2000	11721	16773	21945	8848.8000	48802	12363	12375	38996	11314	69936	15021	33426	11632	6104.4000	41626	58606	47094	61697	43396	3323	43922	34005	11706	21060	1676	43882	14973	7949.5000	9041.9000	11766	28495	9903.1000	3274	24885	11416	4955.7000	2846.7000	8948.5000	7529.4000	3936.9000	12704	7161	2035.6000	3529.7000	5932	6225.9000	26056	5059.1000	40052	3188.2000	9321.1000	15111	17692
12_13-DiHOME	12,13-DiHOME	4373200	10866000	9138300	3276200	4203400	8263200	4714500	413280	94588	20827000	1997500	3383700	2625900	28073000	16561000	2240900	600140	748020	2080900	498560	817760	16784000	1043800	103350	189960	12516000	3676800	4003000	427820	4178000	1822000	7069400	10851000	3668700	7468900	22023000	8109000	965650	903760	8788300	2163700	2199800	405550	578320	2822300	22844000	2858000	9167800	5116100	698790	11658000	12559000	50491000	1963000	1382400	2779400	11319000	914200	9841800	7589200	14863000	2474200	6963100	6459500	8902800	6139100	1354000	2929700	831870	5117900	887600	10938000	8022000	20364000	50558000	14306000	39724000	15341000	13684000	36266000	39622000	11136000	30245000	10325000	35345000	17134000	8349400	4071300	6389700	31107000	31336000	23559000	30746000	18077000	39954000	71196000	37057000	9271700	10615000	6992000	5120000	10610000
12_13-EpOME	12(13)-EpOME	780990	1211700	1636200	3152000	1387500	5957100	274760	184350	94366	2840100	307060	2119700	151700	1129200	9521900	6977000	343540	22089	505820	157880	244610	7039200	30002	4660.5000	54239	654540	548050	294080	73860	376170	155590	2604000	1843100	105870	213800	1857600	383050	1376600	72723	1495200	414540	2628100	207920	29708	1240600	832310	1209200	52079	509520	15187	910310	250720	229720	845200	27971	122530	78926	87655	392790	597900	1547800	163540	685580	783880	174720	2661000	310630	236380	10435	651960	5038.2000	480970	559880	378880	1219600	133280	608110	1720000	965110	484290	1497900	2039200	847310	427620	791440	640040	269710	32869	144220	2369200	582170	293390	872860	583000	539260	799170	371820	4566500	120790	231840	91657	1467300
(±)12-HETE	12-HETE	97719	11710	7019.5000	24400	99195	79202	49039	229700	371730	33607	112630	1245400	19287	30710	112880	84773	56537	2679.8000	149620	50338	91219	52043	5250.1000	9851.3000	69805	104300	185140	27731	138240	144350	73461	92846	18845	4230.7000	4439.1000	90012	4975.8000	85945	55674	255470	219200	398600	11126	178600	357560	299970	295440	7269.4000	29764	59432	46531	45679	152820	15179	28666	24861	71303	17959	234610	9257.4000	341870	53360	9744.4000	128130	110970	38711	35170	36342	572.1700	19171	15389	18498	29399	8915.6000	158970	33234	12229	29421	6564.6000	27470	11518	7639.8000	7776.1000	7541.7000	8651.2000	27136	9721.7000	11540	19434	175490	8615.1000	25858	17758	9057.3000	84308	95242	10030	18551	17711	21875	55964	76787
12-Hydroxyoctadecanoic acid	12-Hydroxy stearic acid	11066000	17181000	11215000	12339000	9898300	21584000	2729100	2722000	24295000	34621000	20007000	11536000	18248000	27443000	26648000	4125400	12063000	4271300	84843000	5886400	1445600	33466000	4328300	3353700	671950	15032000	11634000	15660000	5609300	9323600	13910000	25835000	20316000	18114000	12863000	23486000	28498000	700620	7699600	120530000	15301000	17562000	16918000	18684000	8396900	17834000	5829900	12299000	18531000	6043200	19420000	12669000	19375000	12289000	9762400	7082700	9387700	2756200	43053000	20011000	29876000	25744000	16672000	15503000	4982000	8635000	25926000	24507000	3646600	6833400	3404600	11771000	6781300	14439000	48206000	15859000	8495900	21523000	20221000	24492000	25158000	7154200	17748000	18496000	8466000	5368100	13652000	8241100	7533100	25415000	24404000	11993000	11859000	14259000	19704000	15589000	14735000	85928000	3193800	16557000	18032000	26991000
12-ketolithocholic acid	12-Ketolithocholic acid	9	65420000	156230000	328330000	56993000	113520000	384030000	9	9	54013000	19475000	13965000	9	237920000	15363000	189320000	233150000	114380000	110650000	77727000	89020000	358910000	102370000	11370000	9	9	192270000	9	4899700	4620500	9	230210000	9	353370000	469590000	14347000	9	4385800	222760000	114670000	53805000	87554000	210010000	9	67366000	69835000	94755000	113970000	392840000	16087000	489520000	136640000	426620000	186600000	68042000	48814000	9	3265000	42040000	212550000	228810000	10415000	344070000	31695000	39475000	297340000	146230000	212820000	104420000	53747000	9233200	404630000	377270000	352500000	291950000	447340000	274180000	273000000	325610000	9	279560000	287120000	9	201660000	247050000	9	9	182790000	77561000	190330000	589190000	372900000	243900000	412440000	317680000	164260000	397220000	9	428680000	437420000	26946000	276210000
12-OxoETE	12-Oxo-ETE	39779	6705.6000	6399.4000	7776	28855	19282	16229	147850	94326	13514	42190	139080	18209	39047	35132	37276	59811	2707.2000	82368	30807	46289	17812	8434.6000	15169	93586	64925	31182	19738	160590	147920	108080	62839	24802	2195.5000	4691.7000	33546	6703.1000	120040	59527	126030	118620	72620	8391.2000	50379	239670	63848	159100	5396.9000	53596	41389	27087	33055	29522	51355	12346	32800	39006	10281	46349	6506.8000	35991	24675	4161.9000	79984	69268	32714	8014.2000	76632	776.1900	3622.1000	32676	8099.5000	8080.9000	3714.4000	29488	63225	3630	9864	3433.9000	13887	478.2100	2713.2000	11769	5859.5000	7751	19626	13057	10240	6943.2000	30651	850.1600	11104	5763.9000	5533.2000	28711	43486	9507	8529.1000	11307	13007	9677.7000	22055
13-HOTrE	13S-HOTrE	92603	41037	19917	73831	15675	552770	23423	6789.6000	11860	108600	18588	4065900	5062.2000	30371	1681800	107730	19115	9	22880	2823.7000	11287	272760	9	1894.1000	3301.4000	43287	124960	15354	17430	9699.1000	6691.3000	44894	124110	43448	19451	210190	33537	259530	3982.2000	46015	215280	376640	18138	19103	64056	102520	385810	29567	36752	20437	61343	86256	42572	39432	5062.7000	26365	21015	6599	118630	33884	98937	11200	24556	78218	11945	43907	7648.9000	29240	9	131030	9	55368	41526	60299	101970	36740	193780	155280	155540	92433	38046	23244	120130	36165	31392	39554	42467	18984	12706	92774	6463.6000	5546.5000	20345	52029	39591	68460	24921	21742	3361.3000	72893	24394	58762
13-oxoODE	13-Oxo-ODE	86108	67008	266280	366600	78635	638580	33053	27034	5978.6000	126790	40083	101710	29374	160490	1358700	2369200	72144	6416.6000	27628	33333	36284	705650	6693.6000	3498.6000	9797.3000	68748	65247	14724	35419	59258	28863	427040	211850	23719	30891	95754	56388	233470	14482	109420	80183	590750	79958	2954.5000	111400	57632	254850	12650	102640	1939.7000	151670	35140	37063	281500	3921.2000	16826	8565.7000	12962	56646	163810	117700	28074	45635	252590	15947	1096500	31671	119970	7810.4000	41610	2902.4000	120980	112270	130330	156850	57217	59839	549380	72091	54859	169500	273910	236390	52547	34664	35031	41865	9437.3000	23762	180680	48019	56351	294200	149310	74204	74129	101850	342930	28546	40794	9229.6000	140550
13(R)-HODE	13R-HODE	2550400	3737300	2248500	4822800	2559600	17627000	1202000	1856400	832540	7932400	1947300	17332000	916450	3600900	11937000	23175000	1410100	76240	3111200	566310	836330	13004000	119210	59237	337590	2334100	3143200	736180	1336300	2035700	923540	5384700	7804700	505790	703680	6641500	1407700	10787000	364040	5421200	4295500	3857000	374060	519330	2345800	3704200	5652700	505110	989510	475490	1843400	3916300	3463500	666600	422620	666700	524650	351260	3824800	2243400	6165300	1006100	2072600	8979500	1642100	11765000	753810	793690	80949	2506500	122920	1578000	1775200	1104900	12120000	548250	3819200	27334000	9583200	3757800	3979300	829620	4117900	3432700	1769500	2082900	769650	756120	556320	10351000	1305300	617110	2390100	2153200	2972700	5692300	1790500	685060	280470	2502600	686470	6642200
13(S)-HOTrE(gamma)	13S-HOTrE(gamma)	92603	41037	19917	73831	15675	552770	23423	6789.6000	11860	108600	18588	4065900	5062.2000	30371	1681800	107730	19115	9	22880	2823.7000	11287	272760	9	1894.1000	3301.4000	43287	124960	15354	17430	9699.1000	6691.3000	44894	124110	43448	19451	210190	33537	259530	3982.2000	46015	215280	376640	18138	19103	64056	102520	385810	29567	36752	20437	61343	86256	42572	39432	5062.7000	26365	21015	6599	118630	33884	98937	11200	24556	78218	11945	43907	7648.9000	29240	9	131030	9	55368	41526	60299	101970	36740	193780	155280	155540	92433	38046	23244	120130	36165	31392	39554	42467	18984	12706	92774	6463.6000	5546.5000	20345	52029	39591	68460	24921	21742	3361.3000	72893	24394	58762
14(S)-HDHA	14S-HDHA	25908	3357.9000	2137.3000	2654.1000	5584.9000	19047	8911.9000	62409	81857	3143.6000	32983	104980	3161	5841	18001	10498	18243	717.9100	48473	14722	13830	10874	2409.4000	1204	20054	28741	99943	1219.4000	18650	24254	20007	101480	7458.3000	963.1700	1217.4000	30895	714.4700	12811	7523	40371	32274	17320	2390.3000	44217	29242	32642	55585	966.3100	33168	8691.8000	17644	6074.4000	48561	5541	2683.5000	3629	15387	3113.4000	23444	979.9500	9132.8000	3103.1000	11728	23992	28382	8391.1000	2176.4000	8172	957.8400	849.9800	2931.3000	1188	474.5300	490.1800	12531	9865.5000	240.8700	2589.8000	958.3700	2293.1000	1689.4000	2941.2000	2534.6000	1912.2000	7059.4000	6496.8000	1203.8000	2040.4000	4094.7000	23241	454.1100	362.6000	9	735.8600	4846.7000	4122.4000	366.8700	4392.6000	733.9900	4592.8000	83947	11282
15-HEDE		181930	18550	63754	12192	28541	94271	11144	63557	168610	26840	38985	481180	41765	68498	81808	50529	52277	5311.3000	42780	22043	7512.6000	58971	22189	4449.7000	14230	23539	76640	12317	95288	41719	17575	67789	46060	21409	9323.5000	47628	20607	55534	44420	77382	134220	175690	32636	52037	116920	53089	78247	12762	9239.2000	11721	16773	21945	8848.8000	48802	12363	12375	38996	11314	69936	15021	33426	11632	6104.4000	41626	58606	47094	61697	43396	3323	43922	34005	11706	21060	1676	43882	14973	7949.5000	9041.9000	11766	28495	9903.1000	3274	24885	11416	4955.7000	2846.7000	8948.5000	7529.4000	3936.9000	12704	7161	2035.6000	3529.7000	5932	6225.9000	26056	5059.1000	40052	3188.2000	9321.1000	15111	17692
(±)15-HETE	15-HETE	148490	22870	8664.4000	22125	65087	96773	51811	213960	330260	49286	102860	1480300	21272	43751	69195	67558	85263	2749	232930	99230	72433	34169	6571.6000	6869.6000	63046	169460	200490	15341	120090	181110	85639	126360	32828	5894.3000	10890	65128	7363	94430	87842	481840	193670	227020	6045.2000	282170	395400	193240	421960	9639.9000	27183	42890	46247	58164	57348	28117	21186	38362	79260	35358	123300	8994.8000	65309	30227	11624	94554	109840	53542	38150	51254	3824.1000	21741	13544	11055	23163	10090	70717	59781	6459.2000	21577	2453.1000	41303	12666	9704.6000	7883.1000	8261.4000	9394.4000	34160	6433	7324.3000	20158	51514	4166.2000	14358	10699	7002.3000	51982	87391	10693	20142	8661.2000	16802	28409	49069
15-oxoETE	15-Oxo-ETE	11741	21800	18114	16035	15068	11588	30939	2727.6000	12526	21999	85279	16131	12340	62730	51102	10233	12059	27868	32195	22344	27210	12938	17583	6673.6000	17567	14324	9355	40718	1071.3000	14264	20118	22786	17238	36764	17819	43963	13314	138960	61550	353320	15255	118290	154430	17967	72575	99918	114730	15813	20272	83868	42188	33007	16959	9241.5000	33032	93381	26116	18789	14880	16760	32283	11764	21696	25647	41916	14349	56666	8567.6000	30575	26823	4052.8000	12825	50162	26255	90768	66925	46076	22119	37830	75158	36441	27796	21805	16777	42210	40124	51998	26543	14548	36894	15780	25517	21294	24652	24110	51630	41034	70101	26745	31538	40287	18856
15-OxoETE	15-Oxo-ETE	39779	6705.6000	6399.4000	7776	28855	19282	16229	147850	94326	13514	42190	139080	18209	39047	35132	37276	59811	2707.2000	82368	30807	46289	17812	8434.6000	15169	93586	64925	31182	19738	160590	147920	108080	62839	24802	2195.5000	4691.7000	33546	6703.1000	120040	59527	126030	118620	72620	8391.2000	50379	239670	63848	159100	5396.9000	53596	41389	27087	33055	29522	51355	12346	32800	39006	10281	46349	6506.8000	35991	24675	4161.9000	79984	69268	32714	8014.2000	76632	776.1900	3622.1000	32676	8099.5000	8080.9000	3714.4000	29488	63225	3630	9864	3433.9000	13887	478.2100	2713.2000	11769	5859.5000	7751	19626	13057	10240	6943.2000	30651	850.1600	11104	5763.9000	5533.2000	28711	43486	9507	8529.1000	11307	13007	9677.7000	22055
15(S)-HETrE	15S-HETrE	4772400	85807	198960	27595	391470	166280	35837	732240	3485800	201180	695340	6166300	320230	39055	321380	351410	2847300	95449	722770	127580	106660	775680	84210	5364.8000	26492	210330	1587900	132670	113740	510070	134210	324550	43548	46016	21133	104290	138680	32682	41765	331370	133140	146830	8110.7000	118520	449950	121530	349170	8793.5000	20472	18867	26451	151900	33160	214590	22054	42496	289830	10173	58641	16447	52509	585380	32864	39423	50619	65833	506600	288400	87925	117850	60955	39152	2156.5000	1750.2000	41651	32778	16362	71090	7348.4000	49419	10299	26236	53923	137780	15420	27455	61609	2974.2000	9886.6000	28668	45644	8527.2000	9047	5542.4000	32218	50213	5337.1000	50432	995.5500	31362	22244	104230
1_6-anhydro-ß-D-glucose	Glucosan	337930	4640600	492110	579760	414590	112740	38921000	91728	12157	1450200	90945	585900	921230	344780	631780	162550	74348	14587	76622	613090	21606000	9594400	890970	32020	9135.3000	1428000	288420	2063200	3207.7000	33691	537860	2561100	2626500	1395000	134720	1170400	4467700	171240	242950	59874	224010	263020	78985	223400	820510	9191400	21321	89126	400350	337710	139800	726300	1683800	32566	445000	1386100	2151300	229800	420440	251070	1466600	4211400	5015300	89912	277260	106830	387700	91057	2406.9000	4094100	112090	184750	1000600	131250	3867700	362300	1035000	41562	448570	2162800	2485800	100840	7406000	2824800	365310	1392700	1547000	163680	727670	746510	67003	584520	497370	1719900	56443	2289100	351980	2971300	752810	53095000	9772900	1047100
16-Hydroxyhexadecanoic acid	Juniperic acid	70482000	5018100	20526000	111840000	46959000	63488000	3213200	3205600	3455800	10054000	464480	2377400	635410	1293900	1166900	20219000	28604000	16868000	22401000	5771500	2404900	7815800	195580000	56085000	11683000	19094000	10363000	1636100	8438000	152570000	1496300	35962000	38041000	14793000	44807000	73662000	1151500	21602000	13069000	197800000	41144000	387900000	150180000	988200	2554800	6519200	103880000	310140000	145480000	3693200	33412000	2246700	19028000	21406000	172370000	37244000	12028000	3706800	41257000	95898000	81138000	11007000	14659000	105730000	24120000	80230000	1349900	39694000	27036000	18200000	3652700	81438000	193980000	114990000	6106900	104630000	15005000	9113900	10619000	9630200	42941000	251570000	6288800	1063300	49621000	17984000	4335200	105450000	20885000	9256600	60720000	159910000	210000000	87652000	126870000	78220000	105110000	3358800	179150000	1565900	3633900	2158000
1-Hydroxy-2-Naphthoate	1-Hydroxy-2-naphthoic acid	18123	50272	5379.9000	48163	9934.7000	16915	46981	26705	3287800	272910000	46945000	1821800	183280	396550	91382	163330	101370	127140	99484	149950	142680	140590	42432	23651	116790	89219	14863	52551	51718	5643.3000	118610	3011500	16127000	43268	1622.5000	185810000	41144	21214000	51273	77804	5528.7000	9073100	24417	157790000	8694300	67250000	14114	179710	8033900	59211000	480620	36008	344250	48350	655800	342340	353300	199740000	8162700	2071800	12773000	866180	57407	803870	249190	71764	14902000	16381	124030	103840	21002	198240	16960	437270	5693100	7084.3000	526870	20888	401510	34769000	298480	935570	37882	22778	144180	10095000	1616000	127690	36240000	60433000	52105	183970	72891	60249	22584	16450000	40677	538410	5264.7000	70896	12446000	22933
1-Methyladenine	1-Methyladenine	20356	6894	36540	116700	21214	84909	40068	6928.8000	112740	98664	10995	65799	20793	16355	33810	124640	90404	69823	22402	42574	6933.5000	37079	16801	11651	100080	87262	47688	25894	15529	8696.1000	33077	156800	42161	6617.8000	7253.5000	49191	15081	11617	84691	72981	181590	163690	25129	134330	36601	21785	17372	132690	172010	397010	45378	17679	37674	71141	14468	25235	1906.5000	6306.6000	35187	171200	58869	7560	36371	153310	20757	84719	16357	17973	73986	1250.3000	47140	18306	77178	104770	19537	133350	56219	22073	85493	148850	123170	119040	77411	32605	25044	32586	5691.3000	173470	43903	156570	81390	160060	70595	110150	195950	515900	97729	46336	84899	60108	21430	31397
1-Methylxanthine	1-Methylxanthine	2108400	15514000	34857000	14132000	6189800	950570	10905000	14142000	7333000	4677600	5197900	8199400	29292000	7417600	12255000	11245000	5332200	10545000	13638000	8745600	4821800	26022000	2554100	5220400	9149800	12191000	8326100	18140000	545140	1783300	19197000	14559000	16132000	4841900	4421600	12119000	19057000	1023300	5368500	2481400	2685800	18532000	1161500	5078300	11381000	17331000	4306000	49608000	6491400	3568400	15818000	12248000	10334000	3932400	7290800	3623900	7133800	8020900	9747500	38049000	11261000	8159400	13116000	1110000	9927100	511370	5419000	3671200	11473000	17704000	3622000	8506900	21657000	37196000	10342000	2473800	11234000	6071200	46168000	5897800	48762000	25096000	18970000	13760000	27983000	11307000	24823000	2475100	18477000	12656000	21625000	31189000	58163000	61316000	24919000	21828000	13488000	13553000	65827000	8273100	17796000	29412000
1-pyrroline-4-hydroxy-2-carboxylate	1-Pyrroline-4-hydroxy-2-carboxylic acid	171200	24689	25006	26918	24171	219810	89861	46012	93143	49497	45717	41186	54216	29460	19437	797300	636190	148130	42326	159780	45950	51930	31914	15759	403680	313210	187950	15049	138430	98616	7325	68455	34532	17897	63369	61730	16732	34285	49971	25645	27190	183010	86991	46543	98665	47650	39357	74248	101390	91107	47317	7792.7000	36026	37054	7960	28808	22588	239560	19450	141540	45511	470690	59989	463350	61171	714140	22856	19915	111480	36019	15911	36957	39434	39435	17528	17285	16485	43817	10408	136850	23979	5218.9000	58368	110540	28638	175030	23454	70315	23030	21514	13959	36183	60911	17553	14393	57566	29575	74234	67505	39504	41295	36300
2_2-Dimethylglutaric acid	2,2-Dimethylglutaric acid	74189	307790	133130	113260	141340	19708	335500	87907	67336	505300	156730	72697	219250	86802	113530	103030	68100	14047	70464	36442	224540	106950	252310	55380	81859	448010	62350	566560	7648.1000	159240	857530	278280	1286200	144500	93857	306050	86410	17188	64519	91459	93586	9808.7000	11720	76745	75242	122430	15355	100030	32081	5142	99021	84217	107120	83122	325150	39525	384740	121270	101440	111150	541650	654930	317390	73659	87378	55871	71318	54569	43089	86647	11112	85481	132350	103830	206000	81737	118130	102540	143490	49370	104440	136240	465910	109150	53235	119990	87286	62535	116300	143860	99729	139910	95298	160060	140270	195410	90313	218480	141800	90966	324450	177830
2_3-Dihydroxybenzoic acid	2-Pyrocatechuic acid	400590	561260	1389100	129970	274850	363590	454960	11567	80412	1206200	80543	602910	265620	804960	799900	7579.4000	38367	192420	291440	88025	130840	347070	287980	111310	22692	2311300	69243	96371	57359	158800	487940	422180	1338500	1472900	113640	1137400	161440	13567	23504	283840	688270	261150	20667	88282	34743	8788700	425920	1105700	3769300	126990	1132100	1424900	584840	3640400	1525100	1848600	651310	256330	351470	419270	532010	1081000	536820	8182000	462850	191890	65601	464930	174660	389060	53487	679400	1600900	635260	1337400	501820	2697000	1290300	677540	5823600	2919200	475070	3055400	1036800	2620500	402220	1048600	591360	791900	3011500	923400	2451800	506820	4251300	6591800	2364500	756060	3821100	524170	2209700	724990	139640
23-Nordeoxycholic acid	23-Nordeoxycholic acid	9	9	5230.2000	65391	8256.3000	185130	9	9	9	9	36103	9	9	80579	6573.8000	239990	37129	14427	12631	53109	9	31199	9	4588.4000	9	9	44238	9	9	9	9	9	9	9	9	9	9	9	22308	20267	21476	22353	136540	9	9	29520	111330	21868	96628	9487.8000	9	9	37377	9	36692	9	9	9	9	150190	45093	9	19120	54842	20974	580210	61028	9	9	9	9	349160	56472	241880	51982	95786	30044	9	91985	9	80550	27718	9	58422	195210	9	9	25092	48246	73015	25519	245540	94334	167870	159120	27185	136600	9	70175	16701	11486	45681
2^_4^-Dihydroxyacetophenone	2',4'-Dihydroxyacetophenone	36589	108180	146910	14081	21949	90502	30353	22833	55065	51640	17739	145350	509310	101210	56463	173890	67809	281550	44139	17593	286120	65471	191300	45788	19602	59674	39778	97313	25719	30234	10878	222480	62715	212190	147920	127550	86177	175950	701740	75358	181370	389840	223690	55838	94099	199040	282250	194160	248760	5514700	138600	113770	132940	177490	100910	293400	43247	103790	166730	5721300	115940	206490	75202	215270	99821	126370	28500	155860	257710	125630	57956	96894	77145	213320	83967	40028	96637	262000	80975	17169000	318920	131270	5169000	58317	121090	1376200	97301	94507	138850	736960	52216	202110	88875	131420	232080	140770	50845	51360	96582	306410	160110	203450
2_4-Hexadienoic acid	Sorbic acid	63940	200480	85587	224210	117880	243320	142910	71445	300630	463270	139590	145770	174960	167460	121910	152410	174800	188320	305820	171200	78788	355760	173310	91256	114550	167150	122530	217020	95991	55412	148570	258520	448740	138240	74031	168240	232180	55343	316290	408300	431840	755360	337750	114910	317350	80365	276580	546000	614560	58604	241370	224030	263760	277050	112010	316280	190880	64388	220490	499810	242540	56610	271350	426840	189110	246390	174480	59289	191520	47354	306550	177700	338200	345860	39731	417510	313690	260090	257110	109780	247330	288870	138640	59628	159960	55193	102150	396450	165440	129070	287870	503090	342420	390310	437350	161480	460470	159190	269930	151440	116410	261640
2-(4-Hydroxyphenyl)ethanol	Tyrosol	10147000	9047100	25199000	736290	1900700	2094200	1625700	2545200	2131700	12009000	3451700	5477800	14592000	11383000	3715600	5765400	7115500	5432200	4156500	2067200	12772000	1264900	15724000	830940	1393500	5061800	2646400	8197800	1119300	3045400	3905700	3627200	4621600	7547100	15326000	6898600	6723300	4541600	13710000	12853000	2010100	15885000	5863600	2254000	12798000	56923000	6048500	3142500	4643100	7511900	2610400	16774000	27771000	445300	5012600	7791700	3155100	3027300	3290500	6953000	8454400	6611700	4261800	3196500	2642400	8863200	4269700	4204500	5207500	9981500	4961700	6426000	1544900	11252000	12860000	432730	8746200	2135400	2013900	67134000	3360400	590020	16282000	9195800	9264300	4667700	11572000	937960	2197000	22827000	1172400	1424300	3821500	1034900	1725400	27087000	586350	15182000	1310300	18851000	10223000	2321800
2-(4-hydroxyphenyl) propionate	4-Hydroxyphenyl-2-propionic acid	5046100	30661000	22019000	30957000	6016100	743150	83054000	9	9	1612700	15633	97598000	2611800	78774000	140450000	715530	1020000	286820	9805800	244560	9	51311000	9	47966	9	6380.9000	14407000	9	5718	870880	3526100	49122000	9	9	4442200	9	3034	55457	14434000	20573000	3988600	12441000	409430	13279	3012500	44317000	8819400	376920	9	261800	84752000	71058000	116480000	2426900	16882000	4854100	37443000	9	6116800	1638100	10129000	9	1198400	455460	3431800	168900	9	1002600	329400	4972800	491560	639480	45886000	40510000	6726000	4554200	30872000	140040000	46272000	9	59779000	77112000	22348000	20007000	9367700	2766400	12239000	13740000	12422000	33525000	28237000	7216300	73729000	57495000	11904000	3796800	7435600	20758000	186020	70129000	16626000	159190000
2_5-Dihydroxybenzaldehyde	Gentisate aldehyde	16457	182090	61458	23267	56030	58721	99173	5717.1000	3439.3000	61360	6232	178670	96803	30873	73404	1873.8000	23168	35820	4353.8000	11850	12418	24860	37713	9610.3000	12717	155140	7913.5000	45843	12425	22426	5922.3000	135260	9319.8000	26143	21968	26389	101280	6955.1000	20270	46112	80319	63892	12348	3467.9000	22995	172190	264930	91430	145900	8250.2000	90290	63048	65775	134160	59470	44799	135040	11348	52449	68727	40533	51182	76079	223250	24195	26045	17999	20794	23966	28230	19475	55213	96291	139910	34978	26470	78289	167440	10073	56737	34269	94951	296980	23758	95324	11439	22670	63670	61221	100390	86891	267940	57293	109780	4828.4000	46440	78226	74303	54624	211660	53568	42137
2_5-Dihydroxy Benzoic Acid	Gentisic acid	400590	561260	1389100	129970	274850	363590	454960	11567	80412	1206200	80543	602910	265620	804960	799900	7579.4000	38367	192420	291440	88025	130840	347070	287980	111310	22692	2311300	69243	96371	57359	158800	487940	422180	1338500	1472900	113640	1137400	161440	13567	23504	283840	688270	261150	20667	88282	34743	8788700	425920	1105700	3769300	126990	1132100	1424900	584840	3640400	1525100	1848600	651310	256330	351470	419270	532010	1081000	536820	8182000	462850	191890	65601	464930	174660	389060	53487	679400	1600900	635260	1337400	501820	2697000	1290300	677540	5823600	2919200	475070	3055400	1036800	2620500	402220	1048600	591360	791900	3011500	923400	2451800	506820	4251300	6591800	2364500	756060	3821100	524170	2209700	724990	139640
2_6-Dihydroxybenzoic acid	2,6-Dihydroxybenzoic acid	19734	295640	29230	23440	15179	266810	96478	1948.4000	2691	520410	134670	58380	9164.3000	35445	42242	9256.8000	6879.7000	12092	14874	2005.9000	34989	101120	5549.7000	5678.2000	851.4800	111860	103990	79430	330.7500	28489	38846	51417	209420	43881	18410	333640	17364	17182	69306	79085	14901	105750	1540.6000	194340	38251	1301100	63836	53501	50415	77653	27085	28164	26825	3717.6000	201550	79232	51142	5165.7000	179580	61242	299900	24627	32255	43673	40230	21343	42267	8015.6000	10315	194770	14413	99830	36229	38107	1405800	38349	748380	124140	260230	3052800	202000	29948	78106	123230	119350	437450	75072	13764	77949	112790	90434	60500	60887	88898	151470	199140	94392	382310	49611	37882	987100	346590
2_6-Dimethoxybenzoic acid	2,6-Dimethoxybenzoic acid	511930	75726	231950	569830	358570	123220	85205	149970	224580	1414200	44470	29336	2173500	30262	236790	6925	121200	105480	2785900	95483	340960	352970	1920300	247390	109670	282550	108100	2547100	15224	1830.5000	91759	2251900	126320	45945	78265	620660	38869	99566	40871	140500	138760	179230	13008	379820	263720	158550	16421	319850	5265900	168680	499990	122140	42330	393360	458.3200	48950	164220	1256900	23812	1716000	235020	4016100	186950	451330	123960	286380	454760	7210.5000	72843	116300	99751	355930	221280	396510	91244	486620	125650	55593	121960	221750	205000	282690	37494	191500	195700	482100	234700	1078800	34795	755470	252010	211990	154600	157520	1278400	186560	218120	12417000	268850	776240	156430	35255
