Metabolite_name	RefMet_name	CRA002	CRA004	CRA008	CRA009	CRA010	CRA013	CRA014	CRA019	CRA022	CRA023	CRA026	CRA027	CRA033	CRA036	CRA001	CRA003	CRA005	CRA006	CRA007	CRA011	CRA012	CRA015	CRA016	CRA017	CRA018	CRA020	CRA021	CRA024	CRA025	CRA028	CRA029	CRA030	CRA031	CRA032	CRA034	CRA035	CRA037	CRC001	CRC003	CRC004	CRC005	CRC007	CRC008	CRC011	CRC012	CRC014	CRC015	CRC019	CRC023	CRC025	CRC026	CRC027	CRC031	CRC002	CRC006	CRC009	CRC010	CRC013	CRC016	CRC017	CRC018	CRC020	CRC021	CRC022	CRC024	CRC028	CRC029	CRC030	CRC032	CRC033	CRC034	CRC035	HC001	HC002	HC003	HC004	HC006	HC009	HC012	HC015	HC016	HC017	HC018	HC019	HC020	HC021	HC024	HC025	HC026	HC027	HC005	HC007	HC008	HC010	HC011	HC013	HC014	HC022	HC023	HC028	HC029	HC030
10-Formyl-Thf	N10-Formyl-THF	60481	338360	391000	15882	3565000	67444	19575000	19651	4265.5000	3164400	50592	191020	1936700	15525	28072	8978.5000	359550	610040	287350	273380	2202000	4713200	42129	13909	10282	2106600	51893	1896100	7526.3000	47948	1780800	9928900	4634600	7861100	5695.9000	6752000	5347500	819210	38089	33844	95826	21715	86102	411340	1193400	7948000	14465	72854	110830	554600	16384	64364	17055	47690	4188.1000	5027300	229970	960840	256520	49256	1252400	14983000	29812000	47349	182700	9	7295.8000	5587	1598400	164900	14472	23061	17089	42207	2364300	21055	15756	9760400	79723	10985000	27579000	45444	31756000	269540	1442800	11119000	2839600	36443	252430	140550	164540	48736	69515	29595	170140	4533400	172320	5082200	10451	97468	939570	50005
1-(2_4-Dihydroxyphenyl)-2-(4-hydroxyphenyl)propan-1-one	O-Desmethylangolensin	40098	24963	8393.7000	9	15496	9	7592.7000	3380.6000	2690.1000	47959	45574	55747	375040	5430300	18767	101140	8489.2000	157460	9	13235	126380	2984	24846	9	9	9782.4000	8523.5000	9	9	11405	6732.5000	9	20596	49131	653000	248150	9	1581.9000	48483	11340	261560	904360	5777.4000	11498	7248.9000	7990200	78836	182940	448420	205580	18415000	15289000	29461000	27020000	44018	22362	6862.6000	6472.4000	887060	2486100	753910	13211	107700	54399	82362	175190	11010	15245	104570	174140	7647.8000	1052900	1338100	1031900	1911900	581910	1659800	100790	3688100	18588	412330	68629	21040	6883600	1851100	21419	9	460000	968120	81599	63358	4358000	8927700	456920	1457800	6109500	568230	9	5715.2000	2323200	24129	19694000
1_3-Dicyclohexylurea	1,3-Dicyclohexylurea	60693	60035	67689	48670	56792	80574	33694	132690	68621	55468	112460	53343	33788	102220	71243	72576	97100	61101	92057	31154	67311	78292	22609	69335	66899	98877	55768	104790	66532	71547	40508	26577	107320	77531	67322	95958	57132	61279	67503	56920	92743	85152	92084	95695	93685	55758	74278	60438	66323	80122	72095	83329	81583	59887	82743	69021	55867	72349	54179	77508	144820	97607	65880	77059	86760	65870	93947	49149	48960	71302	54772	63512	75532	63685	42089	72758	83641	80425	90638	68870	49034	93894	57716	48997	83221	95000	97801	77006	110690	97507	79871	81437	60753	96875	61755	56512	90845	50109	71387	89640	75095	86697
1_4-Dihydro-1-Methyl-4-Oxo-3-Pyridinecarboxamide	N1-Methyl-4-pyridone-3-carboxamide	319350	695690	398210	388800	302570	275310	695070	2163500	370830	290580	1032600	207600	1815800	271820	517600	105920	458780	3308900	333040	676570	3062900	1653400	760490	190200	729880	835910	645290	1017800	188740	639020	679480	607130	394070	332950	240420	117660	1339800	856990	1447000	3132800	95767	216550	140520	5284800	698110	1774200	282910	399620	63085	1973100	318170	721590	245880	61603	299090	264470	582070	789170	443610	37516	261660	361320	759530	1646.5000	555440	115560	479130	514080	3278300	298800	577010	192450	210710	207300	283360	10946	848130	317450	92176	2140000	556750	307650	5053000	736170	625920	812310	1049000	22573	1250500	687170	262200	37533	60116	356370	586400	376380	296030	500950	387810	274730	181820	637180
15-keto Prostaglandin E1	15-Keto-PGE1	117510000	107260000	1456500	44229	7078300	209210	159260	20141000	5858600	43377000	46853000	129550000	28450000	12815000	168590000	19896	615640	2560800	41492000	10373000	1793400	32655000	16881000	209350	79822000	22580000	2147000	59435000	72408	16078000	65207000	42925000	21092000	15862000	162340	12088000	53915000	224370	591410	67826	21471	404000	686690	901620	12519000	3017300	15202	67028	341410	3948900	5502300	7928300	413940	106490	256140	14638000	18691000	7996900	316260	19350	25389000	21683000	2449400	24296	845270	65141	12515000	90097	2672700	3667700	201790	2256500	72171	132480	26934000	267700	20413000	10609000	183010	12328000	6989400	1433300	44345000	127650	4157500	52956000	79166000	44239	8544300	9330100	30612000	628020	62293	249500	24548	9910400	656140	3457900	324710	686330	41814	1920800
16-Dehydroprogesterone	16,17-Didehydroprogesterone	174440	174710	223420	127700	44619	55683	66288	549750	72370	35140	34649	250010	399380	109880	1194900	179160	159440	25700	392640	354290	168720	851140	254650	270200	12687	182600	313340	195000	147330	199260	150370	114520	125080	318400	155890	9	264380	324210	180810	33660	212430	536430	231010	46775	148820	281730	60154	123160	578380	160650	121420	112630	156540	176500	55922	161540	39966	55755	38163	54202	22887	189260	17183	129800	193570	156900	47320	193840	187170	30885	182210	191420	50616	97179	21102	112770	167260	63577	54145	97060	96062	15205	316740	43781	119170	75132	70480	105650	35934	31887	202590	129550	88692	49351	24295	50932	14349	67703	53425	68045	53555	17748
1_7-Dimethylxanthine	Paraxanthine	116260	818910	9258000	40969	53135	7405100	12358	122900	1375600	832540	4184.4000	12482	9479	34355	5748900	97931	17076	9	5048.2000	7348500	233410	104430	14642	23858000	35093	2252800	664420	38243	2478400	672600	9	322610	14914	7114.7000	4403.5000	734910	15427	98554	11455	101770	45307	9753.9000	139420	726080	9	573190	12993000	1299500	16597	40682	63191	113040	15244	214030	4755200	3446400	45522	9472.4000	26678	6848400	4622	486980	1484600	9	14697	473780	25845	27053	9	2607800	9	24792000	9	34301000	9	28909	598660	92554	3502100	29572	14038000	590320	45194000	1639500	15640000	11231	5139700	9	6310400	104520	1290800	1242000	20135000	8893700	263470	109560	3790800	8240	10334000	37210000	44188	13193000
18ß-Glycyrrhetinic acid	Glycyrrhetinic acid	317300000	2378500	363360000	395670000	391570000	345250000	396780000	327020	55618000	375460000	10001000	350420000	350990000	1511800	762950	401750000	515040000	144400000	476020000	1117500	745420000	1134000	284950000	2057100	9	297990000	386080000	483430	554100	190940000	337720000	25204000	140240000	25695000	371010000	174540000	394880	719390	17923000	8438400	6379700	13020000	5471100	1085200	1309200	1350300	4550100	33057000	50505000	258060000	617370000	351070000	64086000	11558000	1249200	603410	225220	4503400	501270	27977000	1860600	1925600	2263500	4111500	148830	2683900	819740	334560000	106640000	12364000	214020000	369160000	8644800	30007000	28631000	60808000	139570000	75667000	122730000	25342000	14052000	125300000	107860000	21314000	8245800	173640000	4795500	13696000	2999300	139040000	343980000	69951000	61929000	40663000	294580000	236750000	20058000	424670	5002000	13670000	1744300	2536600
1-Acetylindole		1467800	788590	562330	812340	894240	661990	848800	1061300	1200100	1645100	1326800	1074300	951850	1180000	390810	1638300	1567600	1593100	1328600	1771500	1110300	1245600	788050	141400	1318500	1169600	1473500	1882500	559740	665010	786700	1069800	1670400	521270	1026000	1392600	855340	768980	1115900	1181300	804150	1034200	602310	505410	1540200	584640	699070	564100	746440	528610	729010	402260	1095100	595990	654520	790440	856760	942570	650940	413520	477710	707280	606220	793630	1272500	1070900	1311200	563820	1396600	671130	672930	578590	506910	625300	966570	711860	363150	498650	645150	589410	526430	899630	626960	534020	322000	676880	705350	341600	1658200	722300	488660	514370	317120	375870	505220	1777500	244320	1714100	828890	609800	531170	728280
1-amino-1-cyclobutane carboxylic acid		204470000	112120000	120330000	88937000	171230000	290630000	74112000	259160000	222630000	139450000	110690000	161460000	256110000	214750000	55717000	404980000	441870000	100600000	183120000	455960000	153540000	274840000	68098000	77377000	133990000	147700000	389760000	69170000	246550000	203340000	62134000	109160000	59315000	57474000	209230000	163050000	58582000	127670000	212480000	177080000	149050000	181470000	122930000	73909000	221030000	54302000	119910000	174400000	302930000	47434000	144280000	144260000	264560000	284110000	22473000	67430000	47417000	48452000	63049000	267890000	101700000	45499000	81517000	234520000	198420000	337160000	62189000	145980000	117400000	44313000	177890000	168580000	64586000	289120000	23982000	155980000	52593000	92860000	92434000	220670000	58864000	180640000	277130000	142120000	160340000	517240000	82423000	169120000	76110000	33601000	115600000	75586000	64987000	60673000	71958000	35325000	70802000	18825000	159360000	204270000	32403000	36275000
1-deoxyvaleric acid		927850	916790	1189100	1057900	928570	941910	1066400	1179300	1139100	939750	1136200	1307900	1207800	945830	1031500	1139500	1005600	909360	974060	824030	950880	1185100	1213100	1019400	1225700	1016100	927830	1057200	1309900	995130	851310	1135600	1194500	1121600	1158700	1135500	1079800	1107500	873350	942660	962230	890520	1435500	1087300	645090	994250	1297100	1034800	1074600	1229900	917840	1019500	906830	786680	1099400	1250600	1169900	1220100	1174200	1226800	977850	1131500	913270	1269800	982260	909420	1089900	1106800	1135700	942610	1012400	1147300	1210500	761270	894220	793200	1141000	1062800	1173500	987240	1078900	989830	1005100	1166200	1201300	1180200	1257800	1050400	1133700	1241000	663700	964310	1043800	1037400	860220	1022000	1066500	1205500	1187400	1177400	1125000	1009000
1-Hydroxylamino-2-phenylethane		109310000	58625000	21696000	112460000	78546000	49058000	30218000	56863000	62384000	108460000	66232000	85113000	113820000	77299000	31575000	108860000	150320000	146310000	101530000	130570000	47337000	80497000	117810000	11490000	64464000	83141000	102450000	86019000	24305000	64506000	98557000	122360000	77267000	36379000	80467000	96932000	39490000	64694000	69370000	78286000	57461000	54430000	34481000	30377000	110470000	54071000	40148000	50969000	65217000	23506000	51984000	115210000	60670000	58517000	58327000	42010000	82212000	46534000	53467000	63923000	110590000	187050000	89780000	46455000	106300000	84188000	88864000	47697000	142360000	48331000	17236000	37605000	30930000	85787000	70000000	59604000	34486000	36182000	43774000	29520000	46949000	64074000	78366000	41261000	28650000	24019000	46346000	41899000	76398000	38162000	51738000	45856000	42807000	40945000	55530000	86036000	33014000	27038000	57491000	69516000	40391000	69275000
1-Methyladenosine	1-Methyladenosine	624620	618800	2000400	174880	720740	555560	323250	2758600	9553700	1876400	854990	3442800	928570	1819700	382910	2190100	4026900	7164900	745390	1337000	3103000	2736200	1876800	263690	1817800	7071600	4932600	125470	194350	1098000	946380	2246200	8554600	1352700	7036100	543340	15204	223500	403500	2064900	824640	3224500	833810	1933800	478310	588950	96843	2952700	2354200	230000	1015900	869120	1401500	1021800	192510	297720	562280	1017300	440550	4238800	325250	5168000	423870	4403700	883180	5734400	58247	2163700	6450200	1320300	970830	1230500	349840	6154200	184680	889900	2553000	250500	386510	2646800	312830	3090600	555310	342720	510590	3228400	28769	2695200	1001200	530330	410080	1710300	815330	680550	168520	3022200	783380	162020	1916500	1448400	1059200	236260
1-Methylguanine	1-Methylguanine	56199000	100670000	158590000	41960000	36523000	28976000	2942200	74721000	9883700	38707000	62080000	103260000	93701000	48794000	84246000	185280000	189820000	127360000	110110000	72876000	51325000	117520000	55823000	427230	40551000	75775000	74925000	58542000	634920	91965000	102530000	76730000	120320000	63415000	105590000	54009000	116410000	12286000	45901000	43007000	19601000	97653000	9365700	38801000	26989000	58823000	13602000	97699000	49752000	40833000	101460000	84191000	71385000	106740000	2554800	26774000	51097000	32568000	25198000	37506000	38677000	48428000	204050000	23615000	57568000	13562000	46062000	122540000	100870000	34924000	14547000	30137000	35572000	143680000	42923000	18998000	62635000	59208000	101320000	54673000	100810000	83065000	74929000	79447000	48742000	51401000	54267000	13842000	26022000	48047000	143150000	56000000	133200000	35238000	48032000	73791000	23771000	95705000	113490000	98473000	50274000	75878000
1-Methylguanosine	1-Methylguanosine	6145500	4477900	329210	537240	1045300	112810	395070	1730000	109220	3136200	7589700	8413300	534050	9112400	5479700	8451600	12253000	171540	931530	2734600	2127400	895000	1672500	76982	3062400	496840	5205100	355880	12678	293810	2997100	2463400	13145000	802160	1059300	1502400	326780	5997700	659870	9816400	342170	447660	169790	1226300	2127300	11923000	1208600	887300	353760	100510	342380	7512800	1201400	532060	1077300	164900	2000800	671020	843430	1416800	640550	157220	1335100	2673200	2792300	284400	2670600	2080800	244050	12522000	609130	3975600	1216700	359010	287270	206300	2042400	3455100	347760	25249000	1103200	279660	874440	261130	1563300	12137000	671050	542300	1028900	504410	511350	1872600	1475000	674450	194900	20676000	1886500	146100	1610500	67642	238850	1992100
1-Methyl-hydantoin	N-Methylhydantoin	9	349040	5809.4000	19355	2785	163230	278750	6600.6000	30979	67269	78532	8854.7000	165390	80600	5610.1000	4683	2520.5000	13688	187640	1623.7000	49199	48569	185810	3380.2000	51464	561120	19194	964340	8036.7000	2730.2000	49070	193650	122690	7405.4000	28747	71796	331410	6780.7000	1108800	3338400	21485	5419.3000	19909	710240	4549.2000	1073100	172210	24494	43532	525850	105160	101320	5397.4000	5958.6000	56637	247830	142110	15584	93931	7605.6000	10501	4265.2000	810520	2780.3000	30694	3684.2000	32469	28081	4048.8000	22087	36024	3893.6000	5699.6000	6262.1000	72455	8890.9000	291150	335400	252180	1279900	41440	78742	591820	9168.7000	43775	4817.5000	167930	99891	601370	631330	67339	3874.4000	178870	33720	916860	186550	27678	30349	8426.3000	567700	429100	48683
1-Methylpiperidine-2-carboxylic acid	N-methyl pipecolic acid	1004200	1060900	1335600	1104500	1128700	2552300	1479000	359180	1594200	964390	665330	692960	612620	1467100	395740	1595400	1755700	56790	955110	1012500	1536600	824140	1410000	543440	655060	529880	1084500	891480	752390	1779400	521400	613340	865590	501330	1185900	1311300	397450	130890	1328300	1064900	3335300	570480	741820	2893500	818160	859930	1822400	2318900	4068400	1668500	1222900	873400	1520900	3357400	361710	200450	535720	323720	481950	1743400	833060	530060	1958200	1905400	1332600	1637100	394990	2205600	809250	639610	3025300	732480	4358100	5382700	774130	2206600	1096900	1242500	3474500	695850	1570800	1495700	1618000	717730	1283600	530880	1449000	3350700	1457400	800410	1000500	4268800	1842200	2770200	2495600	1416300	2625400	603990	1408500	4166000	21206000	3892100
(1R_6S)-6-amino-5-oxocyclohexyl-2-ene-1-carboxylic acid ester		58311000	26175000	15255000	20010000	111560000	14774000	17219000	104750000	75306000	70200000	60893000	26725000	18552000	34458000	6297700	109800000	112570000	37014000	53090000	133300000	39679000	30558000	79787000	1948500	66413000	73231000	92047000	48787000	10903000	35365000	19999000	30902000	124640000	9849600	49507000	124490000	14554000	144160000	37797000	13127000	9326800	38229000	2152800	12381000	177110000	21990000	48044000	2856000	8795100	28186000	12382000	56543000	16231000	18837000	75278000	38016000	105190000	130520000	47688000	25435000	143510000	234860000	7340300	12310000	53384000	17744000	26175000	25766000	38222000	34811000	7213700	17828000	14845000	43780000	6163700	11761000	10789000	10436000	31315000	34734000	23799000	46965000	127160000	41423000	9569100	23397000	77557000	21808000	55817000	18504000	19043000	16941000	16079000	14975000	18941000	124290000	8863200	17448000	49366000	68092000	17657000	19175000
20_26-dihydroxyecdysone		37611000	70127000	156150000	19821000	330020000	5682400	35131000	258540000	36731000	321210000	278770000	34189000	258650000	24254000	586050000	10488000	138970000	41852000	62931000	243880000	93919000	69871000	108150000	51801000	55448000	282430000	179110000	35414000	48978000	364200000	515690000	11588000	59399000	64525000	55246000	41496000	85411000	328180000	41611000	35504000	12400000	7491200	2620200	337290000	39473000	156070000	8093400	6750100	15358000	51647000	70193000	80913000	17352000	46869000	31656000	12198000	31190000	261940000	83568000	10216000	171430000	37616000	56669000	51740000	563160000	13016000	67367000	6118300	50329000	35564000	20573000	20222000	2096000	3935600	151190000	11077000	21623000	30059000	14003000	224760000	18189000	3502300	23836000	115270000	75185000	167050000	7766500	10628000	67702000	56133000	91544000	6566000	7192100	1727400	28495000	109750000	7576200	70552000	6473900	32652000	94004000	32035000
2_2^-Cyclouridine		915950	566010	98163	36911	1431900	53382	3009700	15575	12974	315060	131460	34260	9900500	1795200	2696200	149460	531040	3078500	354340	184720	3867100	2465700	46024	41546	32115	658310	5840400	6331000	10491	82891	1490800	1631100	438850	1292400	2012500	498860	770490	167240	930600	54777	29281	47643	24487	15541	6079500	587810	21733	502470	20631	1415100	727380	1116800	84894	34742	341400	5086000	4482600	1165800	45236	54487	624980	1556100	233000	64450	113190	66910	164720	187190	2682400	236890	827400	168810	898000	4620.3000	244500	53252	965900	968300	472450	1634400	1483300	45627	766230	217130	116750	758950	241730	37233	521780	282590	743190	39089	74420	169800	100590	324030	69471	451480	1975200	12491000	103490	941670
2_2-Dihydroxymethyl-1-azabicyclo[2.2.2]octan-3-one		893860	4086100	1112000	1698400	9467600	1532300	1306000	13530000	13730000	9667200	9175100	2801300	1215700	2464800	1539400	2100100	2901700	623740	2550200	9233400	1948500	5575000	2379900	9336500	2927300	4590200	2156100	3726900	15846000	12606000	6422700	648720	4928700	590830	656580	9345400	2154600	879320	722530	2729500	1989700	1727100	1744600	2305300	10310000	2482500	2076100	2018800	5322500	727740	2284900	1643700	3855400	1963800	1343800	537640	2635500	2487000	7109200	3656900	2229500	414870	7474100	12910000	18202000	631180	1296200	656470	795250	3579000	1217200	1052700	1576600	2857500	4510000	3396000	2441300	2790900	4010300	3412200	4028800	2587800	1165200	2381600	6706100	987950	2085700	2868200	5092400	6476000	3081800	1962300	3048200	1911900	3184700	2705100	3847600	1206500	1121900	1633100	2144200	2258900
2_4-diacetamino-2_4_6-triphenoxy-D-mannopyranose	2,4-Diacetamido-2,4,6-trideoxy-alpha-mannose	4703500	4372800	1064100	6582100	3010400	384800	2998500	2292900	2764100	2481100	2550900	1944100	10531000	3138900	4412800	2935100	2875300	8602800	2193200	7096800	2352800	2461000	4481400	117490	6206900	3058600	7506100	4936900	285320	3495700	5763300	22006000	3611000	21058000	4704500	8797900	10540000	24216000	1458000	3135100	3183500	1725100	288330	4172500	11065000	19767000	452860	1044000	481120	4858300	1798300	3754000	2651500	1399200	10837000	3408500	12188000	33978000	9086700	1518500	11598000	2920600	550080	1092600	24352000	971700	5777500	941010	7819600	9381100	119750	1073500	2894800	1725800	2953200	1421400	3040000	4552700	4962500	71505000	6762600	4759300	17687000	1648900	5139000	2524700	2287500	1259600	4609700	34162000	3203400	957850	1605900	1474000	3154200	9704300	719760	690260	5844900	4540800	1867400	6953400
2_4-Dihydroxypteridine	Lumazine	665290	144490	379500	650610	828990	401370	426260	424200	150960	390250	146980	430790	321190	414770	329890	355300	785550	278710	411570	1376400	175760	601380	243870	36215	324600	501040	859500	260300	53126	159120	1084500	327770	128600	285280	744040	137880	357810	52084	242590	258780	478900	362840	92142	70183	75248	410160	119830	245720	327500	40372	424860	1060600	288700	160540	308580	130020	204930	9559.5000	123820	278460	196790	273050	338350	240830	140210	370190	413240	64011	211720	227270	88669	544930	463850	729040	245140	580500	419940	287740	269810	353550	360130	293460	435530	783940	355800	71511	292110	436790	185940	341600	377420	1398100	558580	313300	350710	300350	416370	208200	764250	537790	417620	687820
2_4-Quinolinediol	Dihydroxyquinoline	599630	493450	455480	541060	548600	480120	535230	519900	631530	577410	580340	579120	485090	551470	462810	491670	497220	579810	675700	582450	937860	584660	527660	513590	635830	501850	490690	686800	595220	590720	770080	553980	800940	494610	505270	615840	544100	690750	561860	549370	706230	650330	632090	711930	608470	543070	611890	608150	553710	705180	734850	3528000	651600	594720	626870	655340	658850	581220	541620	520170	496620	611140	528240	618870	758140	515920	562970	582650	710530	632950	588160	623710	540570	468510	505970	551530	530450	486850	550520	532820	368720	512170	527730	596680	316540	687350	540410	523740	367310	681680	648750	442900	449830	545070	604720	499290	477260	603820	661740	399060	661210	649120
2_5-Dimethyl-2_3-dihydrofuran-3-one		381600	249170	253040	278350	156500	115710	1530500	37207	104640	597660	183560	6305100	126430	189970	229970	576880	194820	87503	118380	118960	50994	234140	165260	47233	55207	96342	196320	233960	9318.5000	63943	101840	283060	289740	798530	366860	72246	775270	34922	149490	226980	78569	936770	13446	38436	64524	276930	55928	115160	149910	48455	411110	594620	312570	378480	59830	113610	153330	27265	40401	311750	143390	38913	99114	371020	53032	308810	76714	353950	95737	101510	153440	308080	51812	622580	371790	105830	179950	254080	308480	124660	841490	848860	333140	57792	46288	123200	154550	26931	115050	593360	395860	584030	386050	229840	338950	49950	136620	236060	1412900	588210	428450	120930
2_6-Diaminopimelic acid	2,6-Diaminopimelic acid	2326200	1059900	65939	2322200	1149200	171010	95408	84072	211350	4329900	456660	3421100	1801700	1007500	6438800	1364600	1715500	1171900	450100	709260	687650	1641700	2470700	9	442450	1045400	507480	1056200	9	179650	1029900	2023200	534570	173660	613470	3017900	1042500	128200	612310	723780	731010	722130	197550	283000	943170	1484300	131320	2676600	6343400	74678	907870	750760	1136600	448630	977640	164070	648540	1123400	88095	1089400	1982500	2886100	1936600	248280	357550	792170	391310	2505400	814530	1011000	73658	185640	449910	1297000	256800	2544800	552450	214060	241010	1181800	744040	960080	564910	71411	301450	2564800	148690	566800	76392	670580	2234700	15845000	1798200	923230	552860	1813200	5525300	357940	748470	1281500	174530	2147100
2_8-Quinolinediol	Quinoline-2,8-diol	599630	493450	455480	541060	548600	480120	535230	519900	631530	577410	580340	579120	485090	551470	462810	491670	497220	579810	675700	582450	937860	584660	527660	513590	635830	501850	490690	686800	595220	590720	770080	553980	800940	494610	505270	615840	544100	690750	561860	549370	706230	650330	632090	711930	608470	543070	611890	608150	553710	705180	734850	3528000	651600	594720	626870	655340	658850	581220	541620	520170	496620	611140	528240	618870	758140	515920	562970	582650	710530	632950	588160	623710	540570	468510	505970	551530	530450	486850	550520	532820	368720	512170	527730	596680	316540	687350	540410	523740	367310	681680	648750	442900	449830	545070	604720	499290	477260	603820	661740	399060	661210	649120
2-Acetyl-5-methylfuran	2-Acetyl-5-methylfuran	268810	231660	357820	318740	229300	650470	686420	262100	214640	150770	349560	1070600	265460	445690	384210	306650	326940	295110	258130	283760	141450	330920	106890	125790	194060	324110	313740	360710	233240	64639	301030	329640	223720	352370	331450	172910	291850	95157	114990	95861	155670	291480	48385	149050	114450	194950	603510	263210	862230	102850	216120	161070	271230	174530	164540	280890	288640	122150	219710	377560	226100	127960	265300	461830	153120	169110	229310	113320	139800	261080	128290	167430	277160	452500	211170	373280	346310	273400	317650	350240	262010	448110	335800	500870	341400	222050	386340	309970	366990	360790	264850	366080	322790	445150	287490	250260	260210	239650	305550	373890	323190	307900
2-Acetylfuran	2-Acetylfuran	935090	1242400	1178700	1205000	884300	1322200	1165300	1190200	1135800	1047700	953880	1103900	1351000	1324900	1211700	955980	1046300	863680	1074600	1101300	1005000	1041800	1070000	1310500	1334900	1110900	1501100	1246800	1102700	1517800	1030500	1481100	1257300	1118700	1214900	1178300	1145400	877610	891880	886680	821370	988170	976590	986490	1184000	1301700	1184300	836430	967190	1139400	830470	991250	1262600	601370	878380	1133900	1126400	729560	1419000	1006200	887000	1164700	995910	1029600	962250	1100800	877720	838100	993130	877790	884570	987520	1111700	1047300	1068000	982820	1125100	984900	1033600	1043000	826130	1095200	952010	973090	876970	1312100	1101700	1361100	944460	1020000	893890	1212200	995680	952120	1186100	1067200	1019700	1031700	1444600	1090800	946660	1115400
2-Amino-3-phosphonopropionic acid	2-Amino-3-phosphonopropionic acid	9	569940	323410	200390	779370	589600	462320	642690	511950	545540	76825	68672	429210	297470	306160	239020	221090	238380	294130	689670	744370	465480	2219100	56789	150800	340350	363760	1288800	139490	411150	157640	4834800	260930	521710	533120	1618400	376060	148120	1703400	354260	166630	224730	130270	4185400	445280	380620	129700	322360	475700	2000500	516720	627570	457870	321210	205710	150800	555970	295250	319710	583860	575000	867950	709540	174270	493060	430610	138450	565830	219910	311490	198090	595160	732700	593320	275980	518170	420100	570000	455350	477460	582020	502640	5060500	454880	270500	359020	440250	501340	439790	1389100	759530	588770	559750	697420	1160500	960060	1107600	344180	421150	1630300	262900	952560
2-Amino-4-methylphenol	2-Amino-4-methylphenol	420690	288790	255680	607210	448270	285290	316820	300610	308490	420570	571660	495860	621220	546690	310220	422500	538460	131170	400960	510160	319260	353460	600290	274470	294990	301100	438920	545690	349280	543620	542860	526510	626150	320400	547170	496780	343660	330620	440520	433480	286160	319380	318580	385480	499180	337950	391200	289160	350420	248670	262010	449580	307990	315520	544930	275840	415660	335480	301250	386250	498630	906380	267050	279380	637450	378490	603100	304530	126160	402620	304830	338660	311020	433620	292220	340780	335490	275890	306570	265460	285860	363070	362720	264280	251040	277750	275440	291630	332340	320180	303290	293550	267340	221540	243540	550920	314050	326850	342010	387050	296780	464120
2-amino-6-chloropurine		6622400	5164500	43597	215690	702830	7351000	813080	404350	141270	1321700	3966500	9717800	299860	1031100	29813000	274770	486880	601360	633620	541990	436830	6332100	535390	48234	968580	2402000	400390	625310	110510	148850	475440	1172400	13541000	21425000	1791700	3030600	572100	938110	737120	1759000	5169000	1499400	6069000	27408	3239000	10143000	17073	553340	2591600	2962400	1008100	3161400	2943600	2077900	695980	642610	605040	242670	389760	1618300	1069600	7661700	5143700	151360	971720	8869100	1094200	20155000	603180	654660	87561	59920000	4684700	1172300	503530	1478200	2080100	368230	231790	6504800	9256600	24134000	2098500	252420	1172700	525920	379400	314940	1230400	2775700	4587400	526560	750540	728380	1523500	9071500	223360	353610	231660	893430	187210	1201000
2-amino-6-methylmercaptopurine		326000	656260	485090	324370	344990	60641	226050	216670	210880	1971900	1089700	120320	375730	51171	460840	423180	256490	102120	582810	441920	54271	1863300	413850	35949	221640	176060	555110	780690	42505	605240	1557000	570960	361600	345440	327410	869960	688250	200030	300690	176210	253500	777320	122790	105910	873330	1225100	76690	269510	925410	99494	678710	495520	379370	861560	75795	208030	890460	341000	283350	239840	427050	146470	1167400	176180	515360	1080200	244320	59063	126390	141690	99970	256080	301490	265140	2327900	113070	516470	169600	70799	713230	586380	271600	721910	179810	133130	106410	567100	96372	951460	640590	354390	440750	395040	282420	349270	1211100	224610	317290	215520	250010	2035000	353130
2-Aminoethylphosphonate	Ciliatine	12584000	9	262120	352590	9	302850	9	720270	394770	9	9	467570	11555000	326120	129110	489620	15447000	24213000	9	1908300	3793800	94950	10619000	9	6225100	9	6363000	9	9	9	199390	228930	9	9	6494400	9	98649	195780	1644800	119700	200620	291530	95760	9	471140	9	163390	9	9	85574	600340	129750	403200	160570	9	192930	111220	9	9	9	9	343880	9	53845	72431	3671400	83626	10935000	17638000	9	914020	160690	9	254590	9	9	9	9	9	9	9	107610	451770	131150	9	9	9	9	9	9	9	9	9	9	9	9	9	9	47807	404170	9	78092
2-Aminomethylpyrimidine		642830	354690	9	388380	572630	139860	464560	9	560270	980690	790130	755840	439620	510590	288940	3635200	2229300	440610	711340	1205300	348410	467360	688700	27452	311640	572650	1576300	729030	38111	399890	450390	88121	288350	247200	856810	1690300	253660	1580700	381340	306840	182190	365030	71727	100220	2000300	450320	365430	138490	236850	283870	340080	440830	415350	413260	2286500	446950	897120	425550	484300	811300	5415300	808740	160210	142860	1115300	394080	275280	636380	404210	827030	681330	349970	369400	810000	226360	308570	302560	203350	384280	584430	243740	438110	1387700	391090	183110	313230	668690	288650	579810	514130	351110	434080	382150	495100	172910	1756700	443040	278320	685920	687320	169600	549960
