Metabolite_name	RefMet_name	CRA002	CRA004	CRA008	CRA009	CRA010	CRA013	CRA014	CRA019	CRA022	CRA023	CRA026	CRA027	CRA033	CRA036	CRA001	CRA003	CRA005	CRA006	CRA007	CRA011	CRA012	CRA015	CRA016	CRA017	CRA018	CRA020	CRA021	CRA024	CRA025	CRA028	CRA029	CRA030	CRA031	CRA032	CRA034	CRA035	CRA037	CRC001	CRC003	CRC004	CRC005	CRC007	CRC008	CRC011	CRC012	CRC014	CRC015	CRC019	CRC023	CRC025	CRC026	CRC027	CRC031	CRC002	CRC006	CRC009	CRC010	CRC013	CRC016	CRC017	CRC018	CRC020	CRC021	CRC022	CRC024	CRC028	CRC029	CRC030	CRC032	CRC033	CRC034	CRC035	HC001	HC002	HC003	HC004	HC006	HC009	HC012	HC015	HC016	HC017	HC018	HC019	HC020	HC021	HC024	HC025	HC026	HC027	HC005	HC007	HC008	HC010	HC011	HC013	HC014	HC022	HC023	HC028	HC029	HC030
Cer(d18:0/22:0)	Cer 18:0;O2/22:0	180000	1612300	2676100	2895900	1756000	224810	1759900	714370	5833400	976250	299690	607630	834370	580260	1573200	481440	2505900	1512500	4559800	985870	1429600	876990	3343700	5753900	767140	2139900	2274200	2359800	4030200	5057900	3012500	1211300	875580	787780	215440	3205600	1364600	475100	747370	2008100	1488100	218670	2153100	104680	503350	173490	1084900	191700	271480	60338	694800	1339000	1400400	4355800	193320	687830	575460	1158700	719030	345850	1152700	1356900	2276900	1747900	828570	181200	2158600	142160	1420200	964930	842950	291850	408930	520070	693250	8120300	654950	1298300	1010100	247840	1368400	254950	1261600	1421900	751850	351440	568230	1640800	2242900	616220	4427500	1804100	1922500	205090	475820	693450	1612900	1728700	234140	647070	688180	1654100
Cer(d18:0/24:0)	Cer 18:0;O2/24:0	211060	4776400	3214600	4622500	3183400	294640	5822700	1184700	12871000	2461500	430420	2340700	1369100	657750	2391600	554360	4335000	3888900	6143600	1582400	1868600	1486100	5527500	11196000	1331800	4353600	4386000	5829000	7580200	8435600	5662400	1380100	2008500	1723800	182160	10566000	2936400	447670	835130	1941100	3716700	345790	2782700	138850	1212300	501740	2159000	278580	351620	135390	1191300	2989200	1660200	7845600	259040	1176300	1323200	1049500	651190	820380	1363700	2817800	5657300	5579700	1035300	320470	2914400	176570	4614000	1569700	1975600	405570	633470	1116900	1933500	28353000	847800	3347200	849720	211470	1317400	302760	1474400	2068600	1017700	1304400	1161400	6232100	3945500	1394700	6794700	3582300	2328300	479000	1439600	1285500	3642200	1733300	363570	1192200	1050400	3521700
Cer(d18:0/24:1)	Cer 18:0;O2/24:1	738910	5539600	7612700	6683900	3813400	705910	6825300	1719100	14465000	5008000	515330	2747600	2300800	1864300	2263800	1495400	14054000	5742400	5094500	3906600	4521300	3323900	7068000	10162000	1253600	3287600	4712300	4866000	8891900	8960300	10328000	3187200	3054300	1415400	505410	9090400	2997000	880560	2759400	7586000	20847000	309290	9085800	241380	3614700	1070500	6290500	494990	968680	386000	3506200	3870000	6061600	14984000	782360	1161600	1315500	1534400	1409500	1988000	2484700	6665000	9903700	4568800	2631700	1416800	4038800	719140	6395800	2314200	2795100	1081600	839100	1393000	1651100	13868000	979810	3356600	1490900	567890	2217800	370120	2225500	2720300	1048600	1255100	1458700	827980	4177500	1624200	7370400	4010700	3535100	415940	1497800	1664900	4602300	3054600	467200	2261600	1346500	4312300
Cer(d18:1/14:0)	Cer 18:1;O2/14:0	3383100	349010	1141500	3072600	395020	198230	373150	167980	8776400	703800	285700	40141	410680	478730	195780	7580500	7191200	612000	13698000	2398300	718530	442340	1114200	864650	258970	685770	970440	324270	542250	494280	609650	3241200	114440	91697	265760	827290	230700	144430	444960	681290	6238700	36259	6181800	24674	485780	194270	2345400	104050	421520	26766	897600	283790	1048200	1026300	70782	222660	330840	236650	118820	129980	752560	201810	1189800	521690	267040	594370	3829200	164240	572720	361420	257410	202690	131880	247270	91624	792660	255880	294870	567950	81770	1018400	98235	391200	1750000	257280	33622	600430	508870	251940	232710	1363000	1230100	2383900	76052	701550	226230	766770	577200	193670	327040	1550900	432400
Cer(d18:1/16:0)	Cer 18:1;O2/16:0	62724000	61690000	181740000	360560000	165780000	28694000	69633000	102350000	169230000	86855000	57536000	21525000	50288000	81625000	28220000	195460000	361870000	85279000	127570000	92111000	84536000	99452000	182400000	154900000	52433000	146680000	151840000	76840000	88658000	171020000	103510000	325620000	49305000	37121000	41390000	160830000	45450000	40459000	55620000	133180000	433870000	26086000	433610000	2380200	103490000	34565000	642780000	33149000	45801000	3530200	139710000	49804000	187460000	166390000	35761000	34512000	77719000	19740000	12161000	78260000	182760000	78951000	79051000	140450000	62971000	64743000	116820000	38235000	47086000	63563000	82866000	113140000	76750000	74560000	26687000	414830000	40999000	99464000	115770000	15759000	73124000	30552000	60599000	168170000	82329000	16895000	34159000	39290000	46939000	32337000	282050000	201570000	385370000	19533000	167610000	57547000	253280000	125550000	62571000	62304000	154640000	66438000
Cer(d18:1/16:1)	Cer 18:1;O2/16:1	8015400	49063000	249120000	116540000	208600000	3749400	17618000	30650000	47686000	46490000	14903000	2767900	4719000	71388000	45427000	43633000	388270000	57986000	307200000	17593000	22034000	34972000	397210000	44189000	44217000	121660000	116650000	32716000	31119000	303610000	71329000	42926000	11166000	23577000	10463000	127550000	9475900	12858000	4820400	71735000	55982000	12090000	55973000	687630	5757100	2540500	11279000	9474000	9039000	924760	42681000	27171000	21895000	23813000	10985000	28665000	24150000	4789600	4905000	10656000	56906000	13744000	23939000	19363000	11574000	7229800	44249000	4181300	39769000	40701000	6720500	43245000	21674000	6789800	8433400	55631000	7823500	38882000	32933000	3314600	65801000	4840700	15050000	17612000	54282000	4879900	8152900	8419300	17743000	9414900	366090000	25562000	185630000	6660800	20941000	23755000	55680000	50765000	10799000	6426000	18352000	84212000
Cer(d18:1/18:0)	Cer 18:1;O2/18:0	568710	1619300	23871000	77758000	22784000	1841300	4672500	2964800	4671300	4085200	608190	673590	5770100	6256400	3824900	4960400	61812000	4485900	5890700	10358000	3100500	2414200	19633000	23955000	739430	9146000	37072000	947250	2947500	57888000	7838300	23537000	984570	2690200	365590	6009500	4817300	2970300	5675000	17207000	35630000	1012500	51557000	51237	2372800	296480	15105000	1325700	7290300	106430	7962300	1111500	14322000	4946700	756950	660520	1455300	905920	247190	711840	10162000	5017100	4152600	1675800	4140600	1153800	2976800	328540	2923800	2391000	2398000	2950900	7523400	1924000	888310	8970000	1455400	3237600	5202700	7872400	27838000	2521700	5002600	13764000	4843900	173620	2651400	1129700	1353900	2763500	52307000	22280000	35584000	1097000	6011200	5537200	15655000	22516000	2971400	4276000	3503600	3396200
Cer(d18:1/19:0)	Cer 18:1;O2/19:0	8600.4000	93630	169990	443960	317230	25654	92071	95640	128180	68375	26552	25845	110620	170200	113090	48081	417530	82365	66561	98780	114150	53783	344470	137820	48495	162800	309570	30028	34047	645720	148110	447120	37783	87058	5959.3000	367020	121880	55704	233440	203120	242840	24714	137490	7898.5000	375240	32837	392260	29079	47566	7583.3000	163330	42816	212270	69636	13720	69605	143550	39327	11977	16159	88068	76174	65871	24728	109080	14229	179150	6673.5000	59724	63112	68655	23390	92440	40846	17118	97356	72968	105350	147740	45886	329770	82332	153710	197220	170070	13038	59155	13268	55860	50015	1878400	258280	481060	15233	66816	286460	366010	85703	20053	128720	111080	108370
Cer(d18:1/20:0)	Cer 18:1;O2/20:0	46149	603250	3049200	4875000	2516000	110750	660490	568910	1136100	418860	233300	90802	501400	1083500	695310	267250	4894100	601330	1587000	796290	1357600	343560	2739800	1467900	534060	1853700	1965100	314650	379010	3372900	1119600	1656300	286650	233670	4710.4000	623580	611520	939360	1123400	2368400	3723800	117860	2038300	45020	963920	109950	3573000	126840	365830	38752	750130	359890	3297000	642830	240580	242370	956830	570280	172060	105760	1806500	1406300	716880	362110	735920	122780	1871600	45448	498250	463340	540640	291100	849340	344810	65235	688070	387800	805390	1500000	317850	2672400	312300	1144800	2033500	812250	48189	428300	94842	382800	564710	17279000	1632600	5200600	259180	722140	2189400	2528400	2211300	331830	742860	1319800	745110
Cer(d18:1/20:1)	Cer 18:1;O2/20:1	134910	1026800	1739600	3075900	1634900	194780	1680500	443700	1247000	699480	122690	414780	830980	768070	20373000	1736500	10609000	608670	1447100	1253700	226550	922210	1492700	1352000	222110	580690	1321800	845450	677240	1370300	2153900	2274200	204100	472070	39666	618230	836020	249780	755240	3776700	5647100	110740	1841300	9510.8000	847360	7073.3000	932700	123600	342920	5097.3000	606440	106790	806330	901130	90181	233430	425450	309280	33346	175880	579510	1520800	1601700	298030	510640	244400	277070	80396	491740	635280	534380	500900	293600	131690	125920	367520	151440	761800	990020	354290	824330	183910	522720	1951500	748470	4709.9000	396240	297020	334130	19248	3356100	1004500	1308800	135620	218850	684120	1374000	1423200	411440	860690	595610	364590
Cer(d18:1/21:0)	Cer 18:1;O2/21:0	8894.8000	197070	364010	502360	435400	16468	53323	197410	380450	81874	129170	32098	132700	187380	156740	61325	601440	128710	611540	145430	304130	111370	385540	137900	167210	378890	267390	119110	98755	482250	293580	481900	108070	52796	8769.2000	168060	150910	158070	170620	222190	295730	31678	99540	5829.8000	194040	29189	319240	31754	91297	1854.4000	117170	153120	391300	258470	20405	97307	200840	274510	42967	26273	192610	131500	118360	108520	249100	18663	692010	2748	112810	112020	112590	66933	97249	51847	16357	74701	136440	238310	298000	53229	266170	55069	179610	395580	261160	9331.9000	86790	41114	130580	82642	1790300	269170	531800	50441	93054	285670	350570	315440	34584	86768	558160	242850
Cer(d18:1/22:0)	Cer 18:1;O2/22:0	704960	5847900	13382000	12664000	16791000	600210	2701400	9701600	16286000	3412300	3358300	842640	5040400	9365100	6260100	2997800	17452000	7413700	31394000	10384000	17474000	4998200	19954000	7100100	6817800	14027000	14514000	6429400	5593000	22053000	13290000	13997000	5169200	2738400	768220	8777300	5551600	6016200	7147700	13197000	12400000	843300	5632200	318300	7477300	1925700	8150500	1238300	2125600	339060	7659600	8164400	19519000	10206000	2205200	4279600	5787200	11709000	3317600	1384900	16887000	12566000	4342700	2978200	14188000	597150	19041000	719900	7232900	5994100	5464100	5286800	5741600	2294400	1552900	4695300	4825500	8365500	7327400	3160200	11318000	1030900	7401500	16503000	8522300	732760	4465600	1462000	5439900	3461300	45517000	7529200	22089000	1421800	3655900	10638000	10668000	10392000	922530	3321500	20179000	9755800
Cer(d18:1/22:1)	Cer 18:1;O2/22:1	529840	2346100	8588500	8283700	14457000	498340	11883000	4561400	10331000	4643100	1443400	3402500	2942800	5500000	4413700	3091800	26922000	9641900	4598700	19763000	1131200	3911800	10221000	15796000	4622600	6468800	16818000	3321900	5246100	19406000	19258000	887790	2679500	1193100	407310	3431700	8647100	1278900	4353400	4626100	5707700	209330	1464300	132210	4472800	1188300	2540900	176530	626700	79212	875980	685220	3439200	1209100	248940	1028800	3722800	5612200	463050	294870	1135200	7505100	24175000	3034300	4975200	365300	1089500	94573	8060700	1285600	4323600	390270	1306800	709860	1173200	2226300	1079900	4411700	7055000	3429900	3067400	768200	2099200	21030000	3309400	837160	1543300	507280	4820900	2280200	30010000	1214800	2040700	300320	1299800	3084700	6642800	6161600	745150	4972400	2657300	1646300
Cer(d18:1/23:0)	Cer 18:1;O2/23:0	517340	2627800	4874100	4024900	7009400	272870	1683100	2770500	14604000	1810400	2304200	848060	2520300	5864500	1987500	1414900	9305400	2763600	20317000	4057300	7596700	3576900	11713000	3255400	4078900	6206200	4538700	3607900	1981000	10785000	4327700	10047000	2125600	1230500	345270	4459600	4303300	2514900	2811300	3002000	4262900	689360	1822800	301690	3567500	1102700	5352000	557820	866230	244520	2451400	4501000	5993100	14825000	840270	1705200	3478500	11506000	1403800	309860	3548500	4106800	2062000	2303700	7281100	173850	24745000	258090	2509000	1802500	3269400	1019100	1866600	895710	745170	3403400	3065300	3845100	6080300	1166400	4118800	630650	3511200	10560000	3945500	609200	2096800	788200	4227300	1451000	21196000	2468700	5019300	609860	1228300	3478300	5207200	4256300	461830	1857600	11532000	5789600
Cer(d18:1/23:0(2OH))	Cer 18:1;O2/23:0;2OH	59492	312490	315550	435230	1071200	21372	530980	282690	246120	144340	32086	322860	181750	184360	118630	126020	830040	593860	419980	670700	27809	198850	1079700	456000	423050	437550	447810	71835	153660	2005400	581550	4780.2000	66514	88496	25916	88580	654580	47567	80961	27220	7830.1000	24649	9064.5000	1377.7000	238590	114550	6812	6566.4000	13773	307.6200	26447	52259	91278	25267	614.0500	65718	424360	6243.5000	9046.9000	2123.5000	1458	203120	299240	50136	30533	3119.6000	33432	5390.7000	423180	52010	173090	13457	120200	13160	77423	38501	102450	254870	78025	132490	150590	95877	145700	516930	153660	77890	148010	32616	437230	125340	685150	10407	46258	37833	41426	175220	184350	96613	14780	225740	21141	19994
Cer(d18:1/24:0)	Cer 18:1;O2/24:0	1033500	7858100	13438000	15658000	20956000	1362700	6098000	5159700	18865000	5005200	4622500	2085200	8326400	11102000	6940600	4258100	18037000	8214400	23409000	8974800	18322000	6223300	35596000	13797000	5417800	16274000	14152000	9912100	9247700	28773000	9596000	16676000	5862500	4316100	829970	16770000	7884400	7259000	8290800	12329000	18517000	1996400	7755400	699520	11503000	2017200	24330000	1996200	2526300	791120	6545500	10428000	19087000	22085000	2709200	4894400	11842000	12696000	3726000	2054300	24556000	11869000	4305200	8060100	14415000	1205200	30727000	1080500	7989700	8503100	10535000	5402800	3082000	3149800	2297500	16742000	4292900	8716200	9703000	2349900	8919400	1940200	8906300	15529000	9320200	1890700	5894300	2455000	10089000	3973200	50798000	6341300	16978000	929930	2511000	10289000	12217000	7548500	1870000	3566000	17976000	6347100
Cer(d18:1/24:1)	Cer 18:1;O2/24:1	4359000	27448000	50346000	35509000	60255000	3627600	51554000	26267000	48593000	24172000	7648800	24063000	19625000	36173000	19337000	16654000	124940000	37835000	45792000	49719000	28779000	21963000	45479000	67700000	21359000	44445000	51678000	27539000	35028000	72017000	51982000	24271000	19039000	12608000	1700700	42239000	34480000	12085000	29745000	57853000	113420000	2370000	15555000	1441800	40211000	12285000	35732000	1562800	7605700	1904500	18867000	15917000	38521000	15421000	9042400	17456000	19319000	14004000	5869000	5118200	35745000	25139000	46896000	7749400	32747000	3755600	27406000	3958200	32526000	19336000	24543000	9424200	9266400	5393000	8255000	18484000	10290000	24318000	21503000	12721000	21893000	2302300	11747000	51524000	15526000	6815400	16691000	4729200	30215000	14668000	64762000	11966000	19009000	2899600	7659100	20807000	29077000	18565000	1933600	19176000	40634000	22825000
Cer(d18:1/25:0)	Cer 18:1;O2/25:0	46434	449340	385750	719540	757730	23922	446040	225070	1081000	195940	132050	130980	208520	276120	263150	132470	584550	331010	804700	170180	543940	262900	613230	480630	249890	670910	466430	382240	274970	1162200	557050	752060	212750	198520	26143	641480	462590	470680	318940	225510	404600	53530	156300	49042	225030	86576	310730	81706	107660	28909	229910	318310	624830	820890	141050	177820	384430	729680	102300	35215	556690	618380	276230	417960	636870	23800	928610	35489	220730	265050	386350	123220	171030	122780	120320	753850	196700	327870	624410	115130	350380	91303	218600	461590	346900	137750	253910	127660	344740	153850	1732400	423510	959540	37267	105170	240180	381990	198390	34098	127700	965200	274680
Cer(d18:1/26:0)	Cer 18:1;O2/26:0	82748	683340	1237700	1442900	1579800	98793	652740	340580	684140	209290	171840	140780	244550	340830	613960	224920	1229400	629730	934200	337470	974940	253740	1128400	657050	411020	2040800	838020	529470	262580	1489000	247850	698000	515410	505940	94353	1135800	316340	1056100	180270	217300	454770	111540	806620	68021	326750	133160	535580	152450	86834	106060	219840	294480	819490	1097600	162690	444000	465830	397310	154390	76331	1037400	503350	319290	350260	195030	45200	1539400	65958	443180	339120	591830	107200	211010	131660	121740	624810	224120	333900	199300	96989	293070	119990	224020	699410	540890	87009	332270	161060	335890	139110	1344700	638230	2212400	70812	180710	358000	327850	235610	250430	121330	695720	479700
Cer(d18:1/26:1)	Cer 18:1;O2/26:1	278330	4295200	5363600	2350600	5593500	202530	955440	942250	2101500	802380	341150	260660	398840	1036900	3089700	435610	6290500	1674800	5433900	461130	3390300	599130	5681900	858980	1468000	7107300	4330700	3253900	468000	8644900	653210	1100700	799850	2373000	191110	4072900	801750	2039000	456540	667020	728110	332940	504880	118370	696240	189850	219320	304510	143670	190420	769650	1124100	786890	616510	387040	1448500	1820600	450840	357600	304370	1543700	652130	681780	638050	270740	90933	5058600	221630	1786900	1823400	1090200	684960	492760	297020	265580	1119900	466330	1065200	581750	163950	538700	412750	895950	882830	1699300	412570	749920	253910	593200	360840	6453400	1624600	1562000	293450	261190	669880	1011200	840290	445970	313390	961120	1615000
Cer(d18:2/16:0)	Cer 18:2;O2/16:0	201420	836810	3871400	2044200	2492900	73338	680870	1131800	3966600	819810	197080	36986	488830	1263100	22425	2366200	7533900	618020	3370900	2430000	2983700	744980	1857100	1598000	702320	2076500	1226200	884250	616870	2106800	1109200	2316400	568450	1156400	17462	1022900	753670	981170	1191700	4885400	11853000	185300	4585500	118860	4358000	648410	13225000	246440	309290	193970	1016100	1169400	5827000	1027800	355690	1338500	4318700	650060	371820	569000	3967500	723330	855790	849050	1271500	413930	6297600	722820	720280	1665100	1753500	310610	424120	308480	237780	1231500	464270	1827500	404040	174160	836670	15874	728100	1212600	805950	28363	244570	105640	517040	248210	2104400	697740	1359000	57871	423550	491860	768890	2856700	323020	55052	319310	692960
Cer(d18:2/18:0)	Cer 18:2;O2/18:0	154690	882900	2864700	4472100	4501000	1334300	753030	1443500	1854400	865170	359480	90878	1215700	1868000	8778900	3488400	8241100	794720	1274600	2596000	4085500	865980	2173900	1746800	652990	4508500	2055900	847510	661200	4367400	801080	4477400	468770	684290	147350	956300	836730	1765300	2311800	3650200	14046000	268010	6924800	46686	5113500	541840	23671000	641950	628140	119940	3033200	1480400	5215500	3882600	729580	1848800	3924500	1119300	335760	266690	5604700	1109700	547120	351580	963810	521620	9208600	957630	734880	1878700	1994100	400200	317950	1163700	183240	2290400	716520	438370	373930	621150	2955100	442140	917920	1493000	747000	117370	1144900	31906	458720	531480	1883200	884640	1741700	6928.4000	3413600	779920	1539500	895270	547190	631280	1282500	1146500
Cer(d18:2/20:0)	Cer 18:2;O2/20:0	1797.9000	19214	465830	259510	642260	46002	118250	141780	245750	81023	29632	4945.3000	79073	357400	9	171370	992620	74548	115960	290480	726320	134510	238940	128400	65563	528060	184390	28803	135030	591320	97842	401830	80347	7783	945.1200	9	82724	252800	540670	1345600	3413200	40595	335390	7912.2000	822280	54256	3653600	107240	83695	42392	394640	333640	1783400	120260	55830	170060	1222300	156750	57629	136830	1312500	303800	147920	90913	146780	29974	1197700	67319	52828	224530	219320	38169	170430	100750	14110	215900	84034	9	60472	59591	250470	41130	190080	187070	98888	7435.1000	31000	25719	52672	31501	867520	72581	307720	23233	207420	81000	348120	301500	35784	10033	143550	80252
Cer(d18:2/22:0)	Cer 18:2;O2/22:0	21830	296420	1678600	683200	1770200	44332	391490	347910	1370200	285820	64584	39433	129860	652930	37995	383930	1717100	261640	845320	1143400	1738500	584180	1101400	424940	218800	1604500	633670	327790	399960	2487700	366460	1493200	207000	121510	42644	436680	334010	630680	1235700	2879500	6980200	178560	679450	33954	2049000	268520	7024300	267750	219020	48849	703240	908490	6030000	647810	182910	677010	3335100	647130	216130	295780	3542900	448440	474210	360520	452340	54635	3022100	166580	284370	838300	717570	196450	814830	272390	38206	579420	260930	285490	230780	150060	603990	90359	568380	796590	469550	9097.6000	196060	155450	253290	153390	3259900	630910	1268200	100490	462340	357020	957100	994620	239610	202390	556100	451940
Cer(d18:2/23:0)	Cer 18:2;O2/23:0	27038	280370	642320	260980	934900	28342	144310	300340	783190	138910	132020	20534	126770	467870	104560	189270	523140	156930	713760	513900	1501800	331550	258760	135720	185880	774520	193440	218090	155730	813230	188310	1065900	199500	82079	22996	203210	217490	430910	638050	1306000	1953900	62582	178480	28715	645610	195140	1671400	121310	77529	48520	393240	392040	2055700	648220	94357	406330	1366000	612930	220090	62447	1148900	126440	117450	257630	380480	10012	1956800	128280	192850	484030	493460	93829	257540	127800	5128	233720	221970	129470	153490	93853	295220	64937	352080	512970	259930	27269	187150	63404	131840	111200	957960	349960	530120	54105	191770	226140	334830	346020	68310	117600	539390	356300
Cer(d18:2/24:0)	Cer 18:2;O2/24:0	65810	2305200	1854200	1048800	2822800	16205	423110	840970	1751900	677880	167740	80636	390960	1241900	9237400	1022900	1378600	580630	2364800	1497000	3619200	1157200	1869100	542230	638910	2045500	1138200	1565200	627940	2598300	885450	2923400	815950	1031300	118540	1118600	861190	1161300	2128800	3933800	7370500	318610	886520	72751	3116700	532280	7241000	301430	459110	53957	1453400	2363600	10068000	1929600	314870	1793300	3083100	1715800	699390	429290	7214500	1179200	390160	781660	1132900	89308	6356500	555900	487670	2379700	2037000	670250	947060	309620	95031	695630	444830	1159000	543850	338830	1418400	150580	1157700	1379200	1264600	100030	542550	604410	583830	302440	2370800	1378200	1756100	122970	338810	527980	1031100	1388600	414110	298820	959150	1096200
Cer(d18:2/24:1)	Cer 18:2;O2/24:1	63466	879310	3839000	762400	3419900	103890	910150	511700	1953300	1161700	106720	27640	210820	1018600	1301000	895750	6261700	781180	993840	1492800	2511500	514700	1843500	1350900	364440	2420900	1780200	456760	617680	3181300	653580	1271200	423550	271820	3656	1384100	476580	894800	3005600	9384000	30052000	135090	1852600	110690	6423600	676940	28629000	361540	530440	302870	1869800	1516700	6488100	2741400	589310	953090	3648400	927230	248870	399080	5862700	1380700	1435900	612840	1379600	187390	4844700	403760	702030	1997300	1942800	166640	291900	396630	5399.7000	483350	182720	547650	618870	408060	634660	120160	643020	1108400	579680	18156	350850	195460	355210	260800	2942400	521050	1201400	135000	516230	333390	1194900	977170	348630	618340	668630	394960
CerP(d18:1/14:0)	CerP 18:1;O2/14:0	23047	4934	21919	143330	15993	337970	3299.1000	9	8092.7000	4227.5000	30077	73443	16443	15178	27116	213190	167550	8481.8000	87536	18612	9	15073	4583.2000	65483	8443.4000	6839.1000	17231	827.4100	37829	9814.4000	10762	6072.5000	2601.5000	845.7600	8120.2000	2939.6000	3302.6000	9	140220	238960	458600	58591	1291900	9	146400	8281.8000	141210	244360	28124	2066.5000	204280	2991.7000	175870	315820	35902	3780	3769	10736	1753.6000	158120	75205	13333	39587	176160	35084	496990	83508	312860	31393	829.4100	217900	193140	92176	431620	2100.4000	347820	61237	73031	4211.7000	1183	4664.9000	33269	2732.6000	2087.9000	24549	2475.3000	436.5600	100620	12435	10199	225880	44470	66083	97519	218000	2911.6000	25672	3760.8000	16841	9425.2000	5207	12059
Cer(t17:0/24:0)	Cer 17:0;O3/24:0	1228.8000	706480	142780	30460	128310	114530	64067	20153	2266.9000	26164	244.2700	32618	321.6900	184040	688550	26142	113090	43712	183870	3173.5000	6724	106700	231820	14033	12395	103910	49555	61427	27695	262230	7877.5000	4829.7000	3252	1188200	194.6200	111050	44658	1786	51769	138640	266160	86350	3168.9000	9	904.7700	5314.8000	902.8900	20946	44010	129.0200	86775	203150	207300	78330	1158.4000	369350	512350	1157.3000	388.1000	61028	78715	108660	218240	536660	1004	6606.7000	31932	5398.4000	37380	97849	10423	14108	54993	20785	57865	20137	197030	391620	102680	44157	222800	67717	342490	54535	210690	645.6400	80124	197360	223570	214620	419630	55228	31876	89484	233840	41539	101360	131060	47682	113880	33810	75565
Cer(t17:0/24:0(2OH))	Cer 17:0;O3/24:0;2OH	8150.1000	46340	128190	40290	178150	39811	26509	56527	34758	39609	8900.2000	30045	20006	53433	92590	14717	194470	79256	187950	26436	20260	50197	401710	50490	45788	110930	165240	44674	26252	445800	30463	50979	20506	68507	9409.2000	61076	12288	33366	50825	19155	48869	32738	13719	14415	33656	12008	16511	36718	22805	11210	57722	28217	109340	17429	17429	68767	66043	20983	18191	18024	27967	12773	89078	56654	15962	3341	51836	22821	66049	51524	16314	21891	20897	15796	24779	92459	62587	114350	31160	28774	384860	106720	36592	26437	55629	16893	10694	71096	35784	18974	189810	15822	59225	45749	79740	13117	27770	40741	38333	23421	10961	104070
Cer(t18:0/15:0)	Cer 18:0;O3/15:0	1032700	640090	1438900	5098800	540390	218550	450580	127480	419280	1245300	190080	259030	473210	318650	3564400	896790	1327100	155240	601500	223670	156700	1312700	876550	188780	212420	1173200	735630	130200	157360	997230	236450	2425300	432280	886390	64415	885790	296660	2150700	555570	697620	1762300	315990	918500	2041.2000	1266300	250690	311600	128140	202190	38061	992420	642820	1357100	429000	25875	272570	321160	60601	44586	252590	847840	416450	307850	539780	57970	192900	410400	325780	146750	796120	40388	544850	249310	168570	818570	270680	219730	423590	3876600	250150	438800	206600	3276000	204710	299610	121180	598900	407210	417500	616100	1115100	476700	460370	85493	366950	1815700	652070	1136100	698850	441450	349360	290380
Cer(t18:0/16:0)	Cer 18:0;O3/16:0	2702000	8021200	14927000	30389000	13539000	683000	5250000	3312000	3601400	5203700	887590	1053000	3580700	6448500	3862900	3418000	45409000	5136400	18738000	4687400	2343200	10545000	20100000	5170400	2150400	10202000	15317000	5528600	2753700	28538000	6519000	1864400	4060400	4391900	1551600	5977500	3732100	2324300	2207900	3502400	2607400	865370	740930	81151	3372400	1585400	885680	739800	682930	123290	3190600	2817400	10945000	1112300	1003000	3334900	4661700	781200	764440	529570	3570600	8104700	4411300	1770000	2106700	976230	5133100	844380	4555300	3713500	1948600	2117900	2030100	898010	1173700	1609500	3353700	5166600	5566700	1665700	6741300	1302400	6134900	4915100	7828300	1142500	2573700	949410	3617700	3242800	23910000	1092600	2521100	480060	2288000	3258900	3775700	4584500	1894500	4616000	4032200	4090400
Cer(t18:0/16:0(2OH))	Cer 18:0;O3/16:0;2OH	469680	2759000	13841000	1288900	13972000	173770	327540	1120200	633720	589420	15751	43236	93746	2472100	2580200	882600	30975000	2223700	22174000	200850	81356	586080	15008000	908790	753780	7123500	9773000	1424600	309650	18666000	707590	430360	141200	2098400	84887	3232400	141480	6242.6000	170620	856990	567840	586230	165280	1964.6000	20763	15697	49693	101400	53948	4302.1000	564280	819630	586540	78720	111870	1018300	2144900	15977	65690	60458	551180	72939	125150	450810	16702	15129	1120200	182440	1875700	1181600	27628	252130	248140	277220	77128	856810	443150	2248500	433450	17164	1475300	248620	1569600	134180	745840	14649	103350	299600	319510	252140	10946000	323240	496660	133350	294740	144830	444050	583210	194880	224560	88020	2757200
Cer(t18:0/18:0)	Cer 18:0;O3/18:0	176380	1236700	2636900	9647200	2361800	269050	569670	363110	179730	560560	28287	214050	668820	1085100	562500	507620	5550800	324820	1234300	651810	136890	357530	1256000	1004600	213840	2148900	3311500	528930	280280	7524000	431200	389580	333710	770190	42453	773460	418940	200710	746930	326020	460050	205750	195950	4590.9000	214930	107210	254930	575690	442090	2663.5000	625450	169340	1177300	39009	191630	614810	466810	20880	24534	58415	460490	480830	759750	231560	104620	581170	418780	80202	207580	526630	184850	502980	655920	807820	151770	1194300	317170	673110	384860	161890	819120	797690	989470	317570	848830	73653	456220	1411200	231600	434740	2433600	741520	677070	359890	1127500	490760	1658500	169460	776430	517430	83407	389780
